customer_id,age,gender,region,city,signup_date,tenure_days
CUST_00446,29,Male,Western,Sekondi,2023-06-16,1176
CUST_00447,28,Male,Upper East,Navrongo,2023-01-03,1340
CUST_00448,23,Female,Volta,Hohoe,2025-02-22,559
CUST_00449,29,Female,Western,Takoradi,2026-02-28,188
CUST_00450,18,Male,Greater Accra,Tema,2026-08-01,34
CUST_00451,26,Male,Eastern,Akosombo,2025-01-12,600
CUST_00452,30,Other,Volta,Kpando,2025-10-13,326
CUST_00453,40,Female,Volta,Hohoe,2026-01-27,220
CUST_00454,33,Female,Ashanti,Kumasi,2024-01-31,947
CUST_00455,41,Male,Upper West,Jirapa,2026-07-19,47
CUST_00456,47,Male,Greater Accra,Accra,2025-12-07,271
CUST_00457,44,Male,Eastern,Nkawkaw,2026-08-31,4
CUST_00458,38,Female,Volta,Hohoe,2025-12-26,252
CUST_00459,34,Male,Volta,Ho,2026-08-12,23
CUST_00460,24,Male,Western,Takoradi,2026-07-16,50
CUST_00461,41,Male,Ashanti,Kumasi,2026-07-16,50
CUST_00462,50,Male,Greater Accra,Madina,2025-07-12,419
CUST_00463,37,Female,Western,Axim,2025-03-05,548
CUST_00464,53,Male,Western,Takoradi,2025-09-19,350
CUST_00465,18,Female,Greater Accra,Ashaiman,2023-02-03,1309
CUST_00466,22,Female,Volta,Ho,2026-03-01,187
CUST_00467,42,Male,Eastern,Akim Oda,2026-04-23,134
CUST_00468,36,Female,Volta,Ho,2024-06-15,811
CUST_00469,47,Other,Bono,Dormaa Ahenkro,2026-05-26,101
CUST_00470,33,Other,Greater Accra,Ashaiman,2023-01-22,1321
CUST_00471,25,Male,Greater Accra,Madina,2026-08-31,4
CUST_00472,31,Male,Northern,Savelugu,2023-01-03,1340
CUST_00473,18,Male,Western,Tarkwa,2026-08-18,17
CUST_00474,22,Female,Volta,Kpando,2024-03-31,887
CUST_00475,43,Female,Bono,Berekum,2025-11-08,300
CUST_00476,42,Female,Upper East,Navrongo,2023-01-03,1340
CUST_00477,37,Male,Oti,Nkwanta,2026-08-05,30
CUST_00478,18,Male,Central,Cape Coast,2025-10-17,322
CUST_00479,30,Female,Eastern,Akim Oda,2023-01-03,1340
CUST_00480,21,Female,Ashanti,Kumasi,2025-11-12,296
CUST_00481,45,Female,Greater Accra,Tema,2025-08-03,397
CUST_00482,28,Male,Central,Kasoa,2025-05-17,475
CUST_00483,23,Male,Ashanti,Ejisu,2026-01-05,242
CUST_00484,34,Male,Ahafo,Goaso,2025-08-05,395
CUST_00485,27,Male,Central,Cape Coast,2025-09-18,351
CUST_00486,48,Male,Western,Sekondi,2024-02-22,925
CUST_00487,26,Male,Ashanti,Bekwai,2026-08-17,18
CUST_00488,20,Male,Greater Accra,Accra,2026-04-26,131
CUST_00489,18,Male,Greater Accra,Tema,2023-05-22,1201
CUST_00490,33,Male,Eastern,Akosombo,2024-04-04,883
CUST_00491,28,Female,Greater Accra,Madina,2026-01-04,243
CUST_00492,19,Male,Western,Takoradi,2025-08-13,387
CUST_00493,45,Female,Bono East,Techiman,2026-04-28,129
CUST_00494,40,Female,Bono East,Techiman,2026-06-13,83
CUST_00495,33,Female,Western,Axim,2025-12-29,249
CUST_00496,47,Female,Ashanti,Kumasi,2026-03-14,174
CUST_00497,40,Male,Bono East,Techiman,2025-09-19,350
CUST_00498,25,Female,Western North,Sefwi Wiawso,2026-08-03,32
CUST_00499,23,Female,Greater Accra,Accra,2023-01-03,1340
CUST_00500,42,Female,Northern,Savelugu,2023-01-03,1340
CUST_00501,37,Male,Ashanti,Kumasi,2025-05-13,479
CUST_00502,35,Male,Upper East,Bolgatanga,2025-11-01,307
CUST_00503,25,Male,North East,Nalerigu,2026-04-09,148
CUST_00504,40,Female,Greater Accra,Accra,2024-11-01,672
CUST_00505,26,Female,Western North,Sefwi Wiawso,2025-05-31,461
CUST_00506,32,Male,Western,Axim,2026-06-26,70
CUST_00507,48,Female,Savannah,Bole,2024-01-11,967
CUST_00508,27,Female,Eastern,Suhum,2024-10-13,691
CUST_00509,18,Male,Bono,Dormaa Ahenkro,2023-05-27,1196
CUST_00510,23,Female,Greater Accra,Madina,2025-04-05,517
CUST_00511,43,Female,Ashanti,Kumasi,2025-08-20,380
CUST_00512,36,Male,Greater Accra,Ashaiman,2026-01-31,216
CUST_00513,32,Female,Savannah,Bole,2023-09-21,1079
CUST_00514,28,Male,Bono,Berekum,2024-06-22,804
CUST_00515,38,Female,Bono,Berekum,2026-08-17,18
CUST_00516,25,Female,Upper West,Wa,2026-08-25,10
CUST_00517,37,Female,Greater Accra,Ashaiman,2026-02-28,188
CUST_00518,26,Male,Ashanti,Konongo,2024-11-08,665
CUST_00519,25,Male,Greater Accra,Dansoman,2023-01-03,1340
CUST_00520,27,Male,Ashanti,Kumasi,2026-07-01,65
CUST_00521,30,Female,Ashanti,Kumasi,2025-09-09,360
CUST_00522,33,Male,Eastern,Koforidua,2026-02-25,191
CUST_00523,36,Female,Ashanti,Konongo,2023-01-03,1340
CUST_00524,18,Male,Greater Accra,Accra,2024-08-27,738
CUST_00525,25,Male,Greater Accra,Accra,2024-09-06,728
CUST_00526,30,Male,Greater Accra,Dansoman,2025-12-26,252
CUST_00527,49,Other,Savannah,Damongo,2026-02-02,214
CUST_00528,23,Female,Northern,Savelugu,2026-04-30,127
CUST_00529,35,Male,Oti,Nkwanta,2026-08-12,23
CUST_00530,48,Male,Eastern,Akosombo,2024-06-26,800
CUST_00531,20,Female,Ashanti,Obuasi,2024-11-03,670
CUST_00532,37,Male,Upper East,Navrongo,2023-01-03,1340
CUST_00533,25,Female,Ashanti,Bekwai,2023-01-03,1340
CUST_00534,28,Female,Ashanti,Kumasi,2025-10-15,324
CUST_00535,25,Female,,,2025-01-26,586
CUST_00536,26,Female,,,2023-07-04,1158
CUST_00537,61,Female,Ashanti,Ejisu,2024-08-08,757
CUST_00538,42,Female,Ashanti,Mampong,2026-05-14,113
CUST_00539,45,Female,Volta,Hohoe,2026-01-08,239
CUST_00540,38,Female,Greater Accra,Madina,2026-07-11,55
CUST_00541,18,Male,,,2023-04-21,1232
CUST_00542,37,Male,Upper East,Navrongo,2025-08-28,372
CUST_00543,44,Male,Greater Accra,Dansoman,2026-05-24,103
CUST_00544,25,Female,Ashanti,Kumasi,2025-06-16,445
CUST_00545,43,Female,Bono East,Techiman,2025-08-15,385
CUST_00546,41,Male,Greater Accra,Accra,2026-03-11,177
CUST_00547,52,Male,Greater Accra,Tema,2026-07-18,48
CUST_00548,29,Male,,,2025-06-16,445
CUST_00549,23,Female,Ashanti,Kumasi,2025-11-15,293
CUST_00550,30,Female,Central,Kasoa,2025-01-21,591
CUST_00551,48,Female,Upper East,Bolgatanga,2025-11-15,293
CUST_00552,18,Male,Greater Accra,Tema,2024-08-01,764
CUST_00553,18,Female,Central,Winneba,2025-10-18,321
CUST_00554,34,Male,Eastern,Koforidua,2025-10-10,329
CUST_00555,29,Female,Greater Accra,Ashaiman,2024-05-20,837
CUST_00556,34,Male,Western,Tarkwa,2026-02-10,206
CUST_00557,43,Female,Ashanti,Kumasi,2026-07-09,57
CUST_00558,28,Male,Eastern,Koforidua,2026-08-24,11
CUST_00559,18,Male,Greater Accra,Ashaiman,2025-02-19,562
CUST_00560,54,Other,Eastern,Suhum,2025-08-13,387
CUST_00561,24,Male,,,2025-05-05,487
CUST_00562,23,Male,Bono,Sunyani,2026-06-01,95
CUST_00563,45,Female,Greater Accra,Accra,2026-07-08,58
CUST_00564,30,Female,,,2026-08-30,5
CUST_00565,33,Male,Eastern,Koforidua,2026-03-16,172
CUST_00566,38,Female,Northern,Tamale,2025-09-13,356
CUST_00567,44,Female,Central,Winneba,2026-02-17,199
CUST_00568,30,Male,Volta,Keta,2026-01-17,230
CUST_00569,49,Male,Northern,Tamale,2024-02-09,938
CUST_00570,18,Male,Bono East,Techiman,2026-03-17,171
CUST_00571,41,Female,Ashanti,Obuasi,2025-11-20,288
CUST_00572,25,Male,Central,Cape Coast,2024-12-31,612
CUST_00573,47,Male,Bono,Sunyani,2026-02-14,202
CUST_00574,35,Female,North East,Walewale,2025-08-11,389
CUST_00575,27,Female,Western North,Sefwi Wiawso,2024-07-03,793
CUST_00576,40,Male,Ashanti,Konongo,2023-05-29,1194
CUST_00577,42,Female,Greater Accra,Teshie,2026-07-03,63
CUST_00578,40,Male,,,2023-10-26,1044
CUST_00579,23,Male,Northern,Tamale,2025-12-07,271
CUST_00580,29,Female,Eastern,Nkawkaw,2026-05-08,119
CUST_00581,33,Female,Eastern,Suhum,2026-01-02,245
CUST_00582,33,Male,Bono,Dormaa Ahenkro,2023-01-03,1340
CUST_00583,41,Female,Ashanti,Konongo,2025-12-07,271
CUST_00584,18,Female,Bono East,Techiman,2026-03-29,159
CUST_00585,37,Male,Ashanti,Ejisu,2025-07-30,401
CUST_00586,31,Female,Ashanti,Kumasi,2026-05-18,109
CUST_00587,25,Male,Eastern,Akim Oda,2026-08-04,31
CUST_00588,26,Other,Northern,Tamale,2026-07-11,55
CUST_00589,31,Female,Greater Accra,Accra,2026-07-12,54
CUST_00590,18,Male,Greater Accra,Ashaiman,2026-07-01,65
CUST_00591,26,Male,Oti,Nkwanta,2026-07-07,59
CUST_00592,25,Male,Greater Accra,Accra,2025-07-22,409
CUST_00593,39,Male,Central,Kasoa,2026-06-16,80
CUST_00594,25,Male,Central,Swedru,2026-03-19,169
CUST_00595,31,Male,Eastern,Akosombo,2024-03-10,908
CUST_00596,49,Female,Western,Takoradi,2025-12-22,256
CUST_00597,43,Male,Ashanti,Kumasi,2025-06-21,440
CUST_00598,43,Female,Central,Cape Coast,2026-06-21,75
CUST_00599,29,Female,Ashanti,Bekwai,2026-06-11,85
CUST_00600,39,Male,Volta,Keta,2026-08-19,16
CUST_00601,31,Female,Greater Accra,Tema,2026-06-22,74
CUST_00602,32,Male,Central,Winneba,2026-04-27,130
CUST_00603,38,Male,Greater Accra,Accra,2026-06-19,77
CUST_00604,28,Female,Ashanti,Mampong,2026-07-29,37
CUST_00605,48,Male,Ashanti,Obuasi,2026-07-15,51
CUST_00606,32,Female,Greater Accra,Accra,2025-12-31,247
CUST_00607,40,Female,Bono,Sunyani,2026-06-04,92
CUST_00608,48,Other,,,2026-03-07,181
CUST_00609,44,Female,Ahafo,Hwidiem,2025-11-28,280
CUST_00610,19,Female,Oti,Dambai,2025-05-24,468
CUST_00611,38,Male,Central,Swedru,2026-08-19,16
CUST_00612,42,Male,Greater Accra,Ashaiman,2024-12-01,642
CUST_00613,42,Female,Ashanti,Kumasi,2025-08-05,395
CUST_00614,22,Male,,,2026-08-01,34
CUST_00615,27,Male,Ashanti,Kumasi,2024-05-30,827
CUST_00616,43,Male,Greater Accra,Madina,2023-11-25,1014
CUST_00617,26,Female,Central,Cape Coast,2026-08-10,25
CUST_00618,31,Male,Bono,Sunyani,2026-04-28,129
CUST_00619,49,Female,Upper East,Bawku,2024-11-17,656
CUST_00620,33,Male,Greater Accra,Madina,2025-03-02,551
CUST_00621,26,Male,,,2026-06-15,81
CUST_00622,25,Male,Ashanti,Kumasi,2026-06-03,93
CUST_00623,37,Male,Ashanti,Obuasi,2026-03-03,185
CUST_00624,20,Female,Bono East,Techiman,2025-12-13,265
CUST_00625,31,Male,Ashanti,Mampong,2025-08-15,385
CUST_00626,37,Male,Ashanti,Kumasi,2026-03-04,184
CUST_00627,46,Female,Greater Accra,Ashaiman,2025-12-30,248
CUST_00628,40,Female,Bono East,Kintampo,2025-03-03,550
CUST_00629,26,Male,Upper East,Bawku,2026-08-21,14
CUST_00630,45,Male,Western,Tarkwa,2026-05-11,116
CUST_00631,31,Other,Northern,Tamale,2025-04-23,499
CUST_00632,21,Female,Greater Accra,Accra,2024-03-16,902
CUST_00633,32,Male,Eastern,Nkawkaw,2025-11-22,286
CUST_00634,48,Male,Ashanti,Obuasi,2025-11-05,303
CUST_00635,35,Male,Greater Accra,Madina,2026-07-21,45
CUST_00636,34,Male,Eastern,Koforidua,2026-01-10,237
CUST_00637,50,Female,,,2025-11-04,304
CUST_00638,19,Female,Greater Accra,Tema,2026-05-16,111
CUST_00639,21,Male,Ashanti,Kumasi,2026-05-02,125
CUST_00640,18,Female,Greater Accra,Tema,2026-02-27,189
CUST_00641,37,Male,Ashanti,Konongo,2026-08-27,8
CUST_00642,35,Male,Western North,Enchi,2026-04-02,155
CUST_00643,49,Male,Eastern,Akim Oda,2026-06-01,95
CUST_00644,36,Male,Eastern,Suhum,2026-03-30,158
CUST_00645,29,Female,Northern,Tamale,2026-07-15,51
CUST_00646,34,Male,Greater Accra,Tema,2024-04-03,884
CUST_00647,35,Male,Eastern,Suhum,2025-09-09,360
CUST_00648,18,Female,Eastern,Suhum,2025-06-07,454
CUST_00649,61,Female,Western,Tarkwa,2024-12-21,622
CUST_00650,39,Female,North East,Walewale,2025-12-02,276
CUST_00651,36,Female,Northern,Tamale,2026-07-30,36
CUST_00652,40,Male,Ashanti,Mampong,2025-10-31,308
CUST_00653,41,Female,Bono,Sunyani,2025-09-16,353
CUST_00654,32,Female,Greater Accra,Accra,2025-03-06,547
CUST_00655,27,Female,Greater Accra,Accra,2026-01-21,226
CUST_00656,39,Female,Greater Accra,Tema,2026-07-12,54
CUST_00657,37,Male,Ashanti,Kumasi,2026-04-24,133
CUST_00658,25,Female,Central,Kasoa,2026-03-08,180
CUST_00659,48,Male,Western,Takoradi,2025-07-16,415
CUST_00660,36,Male,Ahafo,Goaso,2025-10-01,338
CUST_00661,41,Male,Eastern,Nkawkaw,2026-03-12,176
CUST_00662,47,Female,Eastern,Akim Oda,2023-01-03,1340
CUST_00663,34,Male,Greater Accra,Accra,2025-08-28,372
CUST_00664,37,Female,Greater Accra,Madina,2026-05-19,108
CUST_00665,42,Male,Central,Swedru,2026-07-24,42
CUST_00666,26,Female,Eastern,Akosombo,2026-06-30,66
CUST_00667,34,Male,Bono,Sunyani,2026-05-15,112
CUST_00668,35,Female,Greater Accra,Madina,2026-06-26,70
CUST_00669,24,Female,Greater Accra,Accra,2026-06-14,82
CUST_00670,57,Male,Eastern,Koforidua,2026-04-23,134
CUST_00671,19,Male,Ashanti,Kumasi,2026-06-20,76
CUST_00672,21,Female,Greater Accra,Ashaiman,2024-03-10,908
CUST_00673,47,Female,Northern,Tamale,2026-08-02,33
CUST_00674,41,Female,Greater Accra,Accra,2025-11-11,297
CUST_00675,23,Male,Western,Takoradi,2026-02-05,211
CUST_00676,40,Female,Ashanti,Mampong,2023-01-03,1340
CUST_00677,48,Male,Greater Accra,Madina,2026-07-19,47
CUST_00678,33,Female,Ashanti,Kumasi,2026-02-14,202
CUST_00679,59,Female,,,2023-01-03,1340
CUST_00680,18,Male,Ashanti,Obuasi,2024-06-24,802
CUST_00681,40,Female,Northern,Yendi,2024-10-25,679
CUST_00682,45,Female,,,2026-05-08,119
CUST_00683,42,Female,Northern,Savelugu,2026-06-22,74
CUST_00684,31,Male,Ashanti,Kumasi,2025-06-20,441
CUST_00685,31,Male,Volta,Keta,2023-10-10,1060
CUST_00686,38,Female,Central,Cape Coast,2025-10-14,325
CUST_00687,42,Male,Ahafo,Goaso,2025-09-30,339
CUST_00688,40,Male,Ashanti,Kumasi,2026-04-26,131
CUST_00689,44,Other,Greater Accra,Tema,2025-01-26,586
CUST_00690,23,Male,Greater Accra,Accra,2026-06-14,82
CUST_00691,31,Other,Bono,Berekum,2026-04-01,156
CUST_00692,24,Male,Central,Cape Coast,2026-01-26,221
CUST_00693,30,Male,Northern,Yendi,2025-11-25,283
CUST_00694,44,Female,Ashanti,Mampong,2026-05-16,111
CUST_00695,35,Female,Ashanti,Obuasi,2026-07-18,48
CUST_00696,60,Female,Greater Accra,Madina,2025-08-23,377
CUST_00697,35,Female,Oti,Nkwanta,2026-04-21,136
CUST_00698,34,Female,Volta,Hohoe,2025-09-21,348
CUST_00699,35,Male,Upper West,Jirapa,2026-06-29,67
CUST_00700,27,Male,Ashanti,Kumasi,2025-12-16,262
CUST_00701,33,Male,Western,Sekondi,2025-11-04,304
CUST_00702,45,Female,Volta,Aflao,2026-08-14,21
CUST_00703,35,Male,Ashanti,Kumasi,2026-03-24,164
CUST_00704,26,Male,Bono,Sunyani,2026-07-09,57
CUST_00705,24,Male,Upper West,Wa,2026-08-09,26
CUST_00706,29,Male,,,2023-01-03,1340
CUST_00707,34,Male,Northern,Savelugu,2026-04-02,155
CUST_00708,45,Female,Ashanti,Obuasi,2024-11-09,664
CUST_00709,20,Male,Ashanti,Ejisu,2026-05-10,117
CUST_00710,30,Female,Oti,Jasikan,2025-06-04,457
CUST_00711,35,Female,Greater Accra,Accra,2025-02-10,571
CUST_00712,18,Male,Volta,Ho,2025-09-07,362
CUST_00713,25,Female,Volta,Aflao,2025-12-23,255
CUST_00714,27,Male,Western,Axim,2026-02-04,212
CUST_00715,26,Female,North East,Walewale,2026-03-17,171
CUST_00716,35,Other,Ashanti,Kumasi,2023-10-09,1061
CUST_00717,32,Female,Ashanti,Kumasi,2024-09-24,710
CUST_00718,28,Female,Greater Accra,Tema,2023-01-03,1340
CUST_00719,38,Male,Eastern,Koforidua,2026-07-13,53
CUST_00720,51,Male,Ashanti,Kumasi,2025-03-28,525
CUST_00721,50,Female,Ashanti,Konongo,2023-08-17,1114
CUST_00722,18,Male,Bono,Sunyani,2026-06-17,79
CUST_00723,39,Male,Upper West,Jirapa,2026-08-08,27
CUST_00724,32,Male,Greater Accra,Tema,2025-03-13,540
CUST_00725,35,Female,Ashanti,Obuasi,2025-09-28,341
CUST_00726,30,Male,Ahafo,Goaso,2024-08-28,737
CUST_00727,35,Female,Greater Accra,Accra,2026-07-06,60
CUST_00728,35,Male,Greater Accra,Accra,2024-12-09,634
CUST_00729,28,Male,Greater Accra,Dansoman,2026-06-06,90
CUST_00730,25,Female,Western,Axim,2026-06-25,71
CUST_00731,29,Male,Greater Accra,Tema,2026-06-25,71
CUST_00732,36,Female,Oti,Dambai,2024-10-30,674
CUST_00733,39,Male,Eastern,Suhum,2025-06-24,437
CUST_00734,42,Male,Eastern,Koforidua,2025-11-12,296
CUST_00735,29,Male,Ashanti,Kumasi,2026-03-11,177
CUST_00736,36,Female,Eastern,Nkawkaw,2024-05-19,838
CUST_00737,43,Female,Volta,Kpando,2026-02-17,199
CUST_00738,45,Female,Northern,Tamale,2024-10-26,678
CUST_00739,33,Male,Northern,Tamale,2026-01-16,231
CUST_00740,31,Female,Central,Swedru,2026-02-27,189
CUST_00741,35,Female,Western North,Sefwi Wiawso,2025-12-30,248
CUST_00742,22,Female,Bono,Sunyani,2026-04-14,143
CUST_00743,32,Female,Northern,Yendi,2025-03-03,550
CUST_00744,41,Female,Greater Accra,Teshie,2025-11-29,279
CUST_00745,40,Male,Greater Accra,Tema,2026-05-22,105
CUST_00746,31,Female,Ashanti,Bekwai,2024-02-28,919
CUST_00747,36,Male,Volta,Keta,2026-02-23,193
CUST_00748,25,Female,Eastern,Koforidua,2025-10-26,313
CUST_00749,41,Male,,,2024-01-31,947
CUST_00750,33,Male,Bono East,Techiman,2025-08-09,391
CUST_00751,31,Male,Western North,Sefwi Wiawso,2026-07-17,49
CUST_00752,30,Male,Western North,Bibiani,2023-08-07,1124
CUST_00753,33,Male,Ashanti,Kumasi,2025-08-05,395
CUST_00754,29,Female,Volta,Ho,2026-03-25,163
CUST_00755,40,Female,Ashanti,Kumasi,2026-07-07,59
CUST_00756,30,Female,Greater Accra,Tema,2024-12-11,632
CUST_00757,49,Female,Greater Accra,Ashaiman,2025-08-13,387
CUST_00758,48,Male,Ashanti,Obuasi,2025-11-04,304
CUST_00759,25,Female,Eastern,Suhum,2024-03-21,897
CUST_00760,34,Male,Bono,Sunyani,2024-12-22,621
CUST_00761,27,Female,Greater Accra,Accra,2026-07-01,65
CUST_00762,30,Male,Northern,Tamale,2026-04-08,149
CUST_00763,54,Male,Central,Cape Coast,2026-05-13,114
CUST_00764,30,Male,Ashanti,Kumasi,2025-03-09,544
CUST_00765,37,Male,Eastern,Akosombo,2026-08-22,13
CUST_00766,39,Male,Ashanti,Bekwai,2025-10-02,337
CUST_00767,23,Male,Western,Axim,2025-02-07,574
CUST_00768,25,Female,Eastern,Koforidua,2024-05-20,837
CUST_00769,21,Female,Greater Accra,Teshie,2026-03-21,167
CUST_00770,25,Male,Greater Accra,Accra,2024-10-16,688
CUST_00771,18,Male,Central,Cape Coast,2026-07-20,46
CUST_00772,39,Female,Western North,Enchi,2024-08-16,749
CUST_00773,54,Male,Ashanti,Ejisu,2026-07-12,54
CUST_00774,35,Female,Northern,Tamale,2026-02-14,202
CUST_00775,19,Male,Western,Sekondi,2024-12-05,638
CUST_00776,27,Female,Upper West,Wa,2026-07-02,64
CUST_00777,29,Female,Bono,Berekum,2026-05-23,104
CUST_00778,23,Female,Central,Kasoa,2025-04-10,512
CUST_00779,42,Female,Western,Axim,2025-04-13,509
CUST_00780,42,Male,Western North,Sefwi Wiawso,2025-07-22,409
CUST_00781,22,Male,Ashanti,Kumasi,2025-05-19,473
CUST_00782,41,Female,Ashanti,Obuasi,2025-10-27,312
CUST_00783,49,Female,Greater Accra,Tema,2026-05-11,116
CUST_00784,53,Male,Bono,Sunyani,2026-03-19,169
CUST_00785,62,Female,Upper East,Bawku,2026-06-16,80
CUST_00786,24,Male,Greater Accra,Teshie,2024-01-22,956
CUST_00787,62,Male,Central,Swedru,2025-09-19,350
CUST_00788,30,Female,Eastern,Akosombo,2026-02-12,204
CUST_00789,28,Male,,,2025-12-31,247
CUST_00790,37,Female,Savannah,Bole,2023-06-15,1177
CUST_00791,28,Male,Ashanti,Mampong,2026-06-30,66
CUST_00792,37,Male,Greater Accra,Accra,2025-09-17,352
CUST_00793,20,Female,Western,Sekondi,2025-11-27,281
CUST_00794,31,Female,Northern,Tamale,2025-08-22,378
CUST_00795,46,Male,Greater Accra,Tema,2026-08-28,7
CUST_00796,33,Male,Western,Takoradi,2024-06-04,822
CUST_00797,35,Male,Central,Swedru,2023-09-25,1075
CUST_00798,38,Male,Greater Accra,Accra,2025-10-06,333
CUST_00799,45,Female,Greater Accra,Accra,2025-05-15,477
CUST_00800,18,Female,Central,Kasoa,2023-11-17,1022
CUST_00801,39,Male,Ashanti,Kumasi,2025-05-01,491
CUST_00802,31,Male,Upper West,Wa,2026-06-30,66
CUST_00803,35,Female,Bono,Sunyani,2025-09-26,343
CUST_00804,44,Female,Savannah,Damongo,2025-08-27,373
CUST_00805,22,Female,Ashanti,Kumasi,2026-01-27,220
CUST_00806,23,Female,Oti,Jasikan,2025-03-20,533
CUST_00807,18,Male,Eastern,Akosombo,2023-09-11,1089
CUST_00808,28,Female,Ashanti,Kumasi,2023-10-31,1039
CUST_00809,47,Other,Greater Accra,Accra,2026-01-08,239
CUST_00810,32,Female,Greater Accra,Accra,2026-07-18,48
CUST_00811,20,Male,Volta,Aflao,2023-01-03,1340
CUST_00812,29,Male,Eastern,Koforidua,2024-09-04,730
CUST_00813,19,Male,Ashanti,Kumasi,2026-07-13,53
CUST_00814,22,Female,Western,Tarkwa,2023-11-25,1014
CUST_00815,37,Male,Ashanti,Obuasi,2024-06-11,815
CUST_00816,22,Male,Central,Cape Coast,2025-11-16,292
CUST_00817,45,Female,Ashanti,Kumasi,2025-09-12,357
CUST_00818,33,Male,Bono,Dormaa Ahenkro,2026-02-13,203
CUST_00819,34,Male,Bono,Dormaa Ahenkro,2026-08-13,22
CUST_00820,31,Male,Eastern,Akosombo,2026-03-25,163
CUST_00821,41,Male,Ashanti,Obuasi,2024-11-24,649
CUST_00822,41,Male,Ashanti,Obuasi,2026-09-03,1
CUST_00823,37,Female,Upper East,Navrongo,2026-03-26,162
CUST_00824,39,Female,Ashanti,Bekwai,2026-02-13,203
CUST_00825,31,Male,Greater Accra,Accra,2025-10-31,308
CUST_00826,39,Male,Greater Accra,Ashaiman,2023-11-30,1009
CUST_00827,30,Female,Eastern,Koforidua,2026-03-18,170
CUST_00828,34,Male,Eastern,Koforidua,2026-03-18,170
CUST_00829,31,Male,Bono,Berekum,2025-03-18,535
CUST_00830,29,Female,Ashanti,Kumasi,2026-01-07,240
CUST_00831,27,Male,Ashanti,Bekwai,2026-05-26,101
CUST_00832,38,Male,Upper East,Bolgatanga,2026-01-07,240
CUST_00833,47,Male,Bono,Berekum,2026-07-06,60
CUST_00834,45,Female,Ashanti,Bekwai,2026-06-19,77
CUST_00835,21,Male,Eastern,Suhum,2025-12-03,275
CUST_00836,46,Male,Ashanti,Kumasi,2026-01-30,217
CUST_00837,30,Male,Upper West,Wa,2023-12-24,985
CUST_00838,40,Female,Greater Accra,Madina,2026-03-08,180
CUST_00839,24,Male,Upper West,Wa,2025-09-22,347
CUST_00840,35,Male,Volta,Kpando,2025-07-31,400
CUST_00841,37,Female,Central,Swedru,2026-08-30,5
CUST_00842,19,Female,Greater Accra,Accra,2025-06-26,435
CUST_00843,40,Male,Eastern,Koforidua,2026-06-18,78
CUST_00844,47,Male,Ashanti,Kumasi,2023-02-14,1298
CUST_00845,32,Female,Greater Accra,Teshie,2026-07-02,64
CUST_00846,47,Female,Western,Takoradi,2026-02-02,214
CUST_00847,32,Male,Savannah,Damongo,2026-07-31,35
CUST_00848,42,Male,Central,Kasoa,2023-01-03,1340
CUST_00849,18,Male,Volta,Keta,2025-11-29,279
CUST_00850,58,Male,Greater Accra,Accra,2025-09-08,361
CUST_00851,48,Female,Eastern,Koforidua,2026-08-08,27
CUST_00852,31,Male,Greater Accra,Dansoman,2025-02-27,554
CUST_00853,18,Female,Western,Axim,2026-06-02,94
CUST_00854,36,Female,Upper West,Lawra,2024-03-05,913
CUST_00855,19,Male,Volta,Ho,2026-06-05,91
CUST_00856,38,Male,Greater Accra,Accra,2026-06-12,84
CUST_00857,38,Female,Ashanti,Ejisu,2026-08-21,14
CUST_00858,24,Male,Central,Cape Coast,2025-12-23,255
CUST_00859,45,Female,Ashanti,Bekwai,2025-10-07,332
CUST_00860,42,Other,Bono,Berekum,2026-08-08,27
CUST_00861,43,Male,Upper East,Bolgatanga,2025-01-15,597
CUST_00862,34,Male,Western,Axim,2026-01-06,241
CUST_00863,19,Male,Ashanti,Bekwai,2025-11-11,297
CUST_00864,43,Female,Ashanti,Kumasi,2026-01-15,232
CUST_00865,31,Female,Greater Accra,Tema,2026-02-12,204
CUST_00866,20,Female,Ashanti,Kumasi,2025-10-11,328
CUST_00867,47,Female,Eastern,Akim Oda,2026-06-29,67
CUST_00868,54,Male,Volta,Ho,2026-06-16,80
CUST_00869,33,Female,Western,Sekondi,2024-07-05,791
CUST_00870,55,Female,Greater Accra,Dansoman,2023-06-24,1168
CUST_00871,34,Female,Ashanti,Obuasi,2026-03-02,186
CUST_00872,30,Male,Greater Accra,Accra,2026-05-01,126
CUST_00873,27,Female,Greater Accra,Madina,2025-07-18,413
CUST_00874,50,Female,Bono,Sunyani,2026-02-06,210
CUST_00875,26,Female,Greater Accra,Teshie,2026-08-25,10
CUST_00876,41,Female,Eastern,Akim Oda,2026-06-29,67
CUST_00877,28,Female,Greater Accra,Accra,2025-04-19,503
CUST_00878,29,Female,Bono East,Techiman,2025-07-01,430
CUST_00879,44,Female,Central,Elmina,2026-08-25,10
CUST_00880,30,Female,Ashanti,Kumasi,2026-05-27,100
CUST_00881,29,Male,Eastern,Akosombo,2026-05-22,105
CUST_00882,45,Male,Northern,Tamale,2025-06-16,445
CUST_00883,49,Male,Oti,Dambai,2026-08-28,7
CUST_00884,40,Female,Ashanti,Obuasi,2026-07-23,43
CUST_00885,27,Female,Western North,Enchi,2024-11-30,643
CUST_00886,28,Other,Upper West,Jirapa,2026-06-18,78
CUST_00887,34,Male,Ahafo,Goaso,2025-07-08,423
CUST_00888,37,Male,Western,Sekondi,2026-05-19,108
