customer_id,churn,predicted_churn_proba,region,city,favorite_category,dominant_device,conversion_rate_delta,activity_momentum,browse_buy_gap_days,stale_cart_adds,total_spend,total_purchases,days_since_last_purchase
CUST_00784,0,0.2589575,Bono,Sunyani,Beauty & Personal Care,Mobile,1.0,2.0,-42.0,0,130.87,1.0,29.0
CUST_00786,1,0.8153972,Greater Accra,Teshie,Electronics,Mobile,0.0,0.25,9979.0,7,0.0,0.0,9999.0
CUST_00787,0,0.10003863,Central,Swedru,Phones & Tablets,Mobile,0.16666666666666669,2.6666666666666665,-4.0,0,1474.16,3.0,0.0
CUST_00788,1,0.563342,Eastern,Akosombo,Beauty & Personal Care,Mobile,0.5,4.0,50.0,0,121.03,1.0,53.0
CUST_00789,0,0.08562381,Unknown,Unknown,Phones & Tablets,Desktop,0.75,1.5,3.0,0,2627.17,6.0,11.0
CUST_00790,1,0.83765125,Savannah,Bole,Fashion & Apparel,Mobile,0.013565891472868213,0.12,54.0,8,835.29,4.0,56.0
CUST_00792,1,0.59286624,Greater Accra,Accra,Electronics,Mobile,-0.8,2.0,3.0,2,170.56,2.0,14.0
CUST_00793,1,0.4565371,Western,Sekondi,Beauty & Personal Care,Mobile,0.0,1.5,9945.0,4,0.0,0.0,9999.0
CUST_00794,0,0.45552704,Northern,Tamale,Fashion & Apparel,Desktop,0.1111111111111111,1.5555555555555556,40.0,4,577.45,1.0,40.0
CUST_00796,1,0.877468,Western,Takoradi,Electronics,Mobile,-0.1,0.2857142857142857,150.0,2,994.85,1.0,175.0
CUST_00797,0,0.38027307,Central,Swedru,Fashion & Apparel,Mobile,-0.375,0.2777777777777778,76.0,3,528.88,3.0,104.0
CUST_00798,1,0.64435005,Greater Accra,Accra,Fashion & Apparel,Tablet,0.0,1.0,9963.0,0,0.0,0.0,9999.0
CUST_00799,0,0.33817875,Greater Accra,Accra,Phones & Tablets,Desktop,0.0,1.8333333333333333,9996.0,2,0.0,0.0,9999.0
CUST_00800,1,0.8987594,Central,Kasoa,Electronics,Desktop,0.0,0.3333333333333333,9954.0,4,0.0,0.0,9999.0
CUST_00801,1,0.7493585,Ashanti,Kumasi,Fashion & Apparel,Mobile,0.0,0.7,9998.0,10,0.0,0.0,9999.0
CUST_00803,0,0.4183524,Bono,Sunyani,Fashion & Apparel,Mobile,0.0,2.0,9988.0,1,0.0,0.0,9999.0
CUST_00804,1,0.7192868,Savannah,Damongo,Fashion & Apparel,Mobile,-0.14285714285714285,1.1818181818181819,131.0,14,863.96,1.0,134.0
CUST_00805,0,0.10361928,Ashanti,Kumasi,Phones & Tablets,Mobile,0.5714285714285714,5.0,34.0,2,4803.74,4.0,41.0
CUST_00806,0,0.48340166,Oti,Jasikan,Fashion & Apparel,Mobile,-0.25,0.625,223.0,2,44.84,1.0,235.0
CUST_00807,1,0.8562365,Eastern,Akosombo,Phones & Tablets,Mobile,-0.3333333333333333,0.2857142857142857,457.0,1,57.18,1.0,496.0
CUST_00808,1,0.9055981,Ashanti,Kumasi,Phones & Tablets,Desktop,0.0,0.17142857142857143,9980.0,19,0.0,0.0,9999.0
CUST_00809,0,0.079182856,Greater Accra,Accra,Electronics,Mobile,-0.5238095238095237,1.3333333333333333,14.0,1,651.78,3.0,35.0
CUST_00811,1,0.370271,Volta,Aflao,Fashion & Apparel,Mobile,-0.25,0.10526315789473684,92.0,2,240.69,2.0,97.0
CUST_00812,1,0.76495427,Eastern,Koforidua,Fashion & Apparel,Mobile,0.0888888888888889,0.5925925925925926,16.0,0,1330.6599999999999,3.0,20.0
CUST_00814,1,0.73680395,Western,Tarkwa,Phones & Tablets,Mobile,0.625,0.21428571428571427,7.0,0,1090.68,4.0,10.0
CUST_00815,1,0.7082558,Ashanti,Obuasi,Phones & Tablets,Tablet,0.25,0.4375,-2.0,0,3263.21,3.0,7.0
CUST_00816,0,0.38533306,Central,Cape Coast,Fashion & Apparel,Mobile,0.2,0.8333333333333334,-43.0,0,358.51,1.0,2.0
CUST_00817,1,0.46766213,Ashanti,Kumasi,Health & Wellness,Desktop,0.0,1.0,9972.0,3,0.0,0.0,9999.0
CUST_00818,0,0.43093464,Bono,Dormaa Ahenkro,Fashion & Apparel,Mobile,0.0,2.0,9998.0,0,0.0,0.0,9999.0
CUST_00820,0,0.40831286,Eastern,Akosombo,Beauty & Personal Care,Mobile,0.0,3.0,9990.0,2,0.0,0.0,9999.0
CUST_00821,1,0.70776063,Ashanti,Obuasi,Electronics,Mobile,0.0,0.36363636363636365,9992.0,7,0.0,0.0,9999.0
CUST_00823,0,0.41636434,Upper East,Navrongo,Home & Kitchen,Mobile,1.0,2.0,-1.0,0,494.57,1.0,32.0
CUST_00824,0,0.49578735,Ashanti,Bekwai,Phones & Tablets,Desktop,0.0,6.0,9998.0,2,0.0,0.0,9999.0
CUST_00825,1,0.7646888,Greater Accra,Accra,Fashion & Apparel,Mobile,-0.12987012987012986,2.5555555555555554,-2.0,0,2601.78,6.0,0.0
CUST_00826,1,0.9125593,Greater Accra,Ashaiman,Fashion & Apparel,Mobile,0.09473684210526317,0.2,9.0,4,2147.6400000000003,3.0,23.0
CUST_00827,1,0.7879514,Eastern,Koforidua,Beauty & Personal Care,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00828,1,0.66715956,Eastern,Koforidua,Fashion & Apparel,Desktop,0.0,5.0,9985.0,2,0.0,0.0,9999.0
CUST_00829,1,0.5255966,Bono,Berekum,Fashion & Apparel,Mobile,0.0,1.8,9998.0,8,0.0,0.0,9999.0
CUST_00830,1,0.62948245,Ashanti,Kumasi,Baby & Kids,Desktop,0.0,2.5,9990.0,2,0.0,0.0,9999.0
CUST_00831,1,0.6110266,Ashanti,Bekwai,None,Mobile,0.0,2.0,9998.0,0,0.0,0.0,9999.0
CUST_00832,1,0.58217186,Upper East,Bolgatanga,Fashion & Apparel,Desktop,-1.0,1.5,113.0,3,2290.0,2.0,114.0
CUST_00835,1,0.58944494,Eastern,Suhum,Fashion & Apparel,Desktop,0.16666666666666669,2.0,3.0,1,495.27,3.0,17.0
CUST_00836,1,0.58156735,Ashanti,Kumasi,Electronics,Mobile,0.0,4.0,9986.0,1,0.0,0.0,9999.0
CUST_00837,1,0.90524876,Upper West,Wa,Fashion & Apparel,Mobile,0.0,0.2,9953.0,1,0.0,0.0,9999.0
CUST_00838,1,0.6062795,Greater Accra,Madina,Electronics,Desktop,0.0,3.0,9983.0,3,0.0,0.0,9999.0
CUST_00839,0,0.03278349,Upper West,Wa,Phones & Tablets,Mobile,0.11688311688311687,1.1428571428571428,-23.0,0,7621.69,9.0,1.0
CUST_00840,1,0.67951566,Volta,Kpando,Sports & Outdoors,Mobile,-0.5,1.0,143.0,2,151.57,1.0,166.0
CUST_00842,0,0.28831178,Greater Accra,Accra,Phones & Tablets,Mobile,-0.3333333333333333,1.1666666666666667,121.0,4,272.18,1.0,135.0
CUST_00844,0,0.4436492,Ashanti,Kumasi,Fashion & Apparel,Mobile,-0.1111111111111111,0.17391304347826086,370.0,5,887.22,1.0,383.0
CUST_00846,0,0.54470867,Western,Takoradi,Fashion & Apparel,Mobile,0.0,1.0,9976.0,0,0.0,0.0,9999.0
CUST_00848,1,0.9454391,Central,Kasoa,Beauty & Personal Care,Mobile,0.0,0.2,9916.0,1,0.0,0.0,9999.0
CUST_00849,1,0.6873402,Volta,Keta,Electronics,Mobile,0.0,2.0,9995.0,3,0.0,0.0,9999.0
CUST_00850,1,0.9389162,Greater Accra,Accra,Baby & Kids,Desktop,0.0,1.0,9953.0,0,0.0,0.0,9999.0
CUST_00852,0,0.28195056,Greater Accra,Dansoman,Fashion & Apparel,Mobile,0.13636363636363635,0.4,40.0,1,1696.9599999999998,5.0,59.0
CUST_00853,0,0.67799747,Western,Axim,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00854,1,0.59520763,Upper West,Lawra,Fashion & Apparel,Mobile,-0.16666666666666666,0.23529411764705882,415.0,4,121.19,1.0,455.0
CUST_00855,0,0.73713875,Volta,Ho,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00858,0,0.048069607,Central,Cape Coast,Fashion & Apparel,Desktop,-0.55,3.0,7.0,1,927.29,6.0,7.0
CUST_00859,0,0.3000009,Ashanti,Bekwai,Electronics,Mobile,0.0,3.0,9986.0,0,0.0,0.0,9999.0
CUST_00861,1,0.86155885,Upper East,Bolgatanga,Fashion & Apparel,Mobile,-0.125,0.8235294117647058,83.0,6,149.75,1.0,91.0
CUST_00862,0,0.19709331,Western,Axim,Phones & Tablets,Mobile,-0.75,1.0,-18.0,0,233.48000000000002,2.0,4.0
CUST_00863,0,0.22974633,Ashanti,Bekwai,Phones & Tablets,Mobile,0.0,1.0,9990.0,1,0.0,0.0,9999.0
CUST_00864,0,0.4453059,Ashanti,Kumasi,Electronics,Desktop,0.0,4.0,9987.0,0,0.0,0.0,9999.0
CUST_00865,0,0.43904528,Greater Accra,Tema,Home & Kitchen,Mobile,0.0,2.0,9983.0,1,0.0,0.0,9999.0
CUST_00866,0,0.02476905,Ashanti,Kumasi,Fashion & Apparel,Mobile,0.431578947368421,1.5714285714285714,-7.0,0,3874.21,14.0,0.0
CUST_00869,1,0.7168584,Western,Sekondi,Fashion & Apparel,Mobile,-0.15789473684210525,0.3333333333333333,208.0,12,247.29,3.0,209.0
CUST_00870,1,0.8029501,Greater Accra,Dansoman,Fashion & Apparel,Mobile,-0.3125,0.25,103.0,2,335.12,5.0,120.0
CUST_00871,1,0.86296654,Ashanti,Obuasi,Electronics,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00872,0,0.6918508,Greater Accra,Accra,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00873,1,0.5638447,Greater Accra,Madina,Fashion & Apparel,Mobile,0.16363636363636364,0.75,3.0,1,1932.99,6.0,7.0
CUST_00874,0,0.38848975,Bono,Sunyani,Electronics,Mobile,0.0,5.0,9977.0,2,0.0,0.0,9999.0
CUST_00877,0,0.37910768,Greater Accra,Accra,Fashion & Apparel,Tablet,0.07500000000000001,0.7058823529411765,0.0,0,1379.19,3.0,13.0
CUST_00878,1,0.7654512,Bono East,Techiman,Phones & Tablets,Desktop,0.0,1.0,9992.0,3,0.0,0.0,9999.0
CUST_00880,0,0.738125,Ashanti,Kumasi,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00881,1,0.7814229,Eastern,Akosombo,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00882,1,0.7624163,Northern,Tamale,Fashion & Apparel,Mobile,0.0,3.0,9998.0,2,0.0,0.0,9999.0
CUST_00885,0,0.040426794,Western North,Enchi,Fashion & Apparel,Mobile,-0.02243589743589744,0.42105263157894735,53.0,14,7524.57,17.0,53.0
CUST_00887,1,0.7640322,Ahafo,Goaso,Fashion & Apparel,Desktop,0.0,0.42857142857142855,9950.0,1,0.0,0.0,9999.0
CUST_00888,0,0.6908743,Western,Sekondi,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00890,1,0.63703346,Ashanti,Obuasi,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00891,1,0.6134161,Northern,Tamale,Fashion & Apparel,Desktop,0.0,0.5555555555555556,9986.0,5,0.0,0.0,9999.0
CUST_00892,0,0.23928536,Central,Swedru,Phones & Tablets,Mobile,-0.3333333333333333,0.8333333333333334,205.0,2,645.06,2.0,209.0
CUST_00893,0,0.010563928,Volta,Kpando,Fashion & Apparel,Tablet,0.036604774535809015,0.2826086956521739,-1.0,0,43138.45,86.0,0.0
CUST_00894,1,0.8667031,Eastern,Akim Oda,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00895,1,0.7895867,Northern,Tamale,Home & Kitchen,Mobile,0.0,2.0,9998.0,3,0.0,0.0,9999.0
CUST_00896,0,0.3979713,Bono,Dormaa Ahenkro,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00897,1,0.5574206,Greater Accra,Ashaiman,Baby & Kids,Mobile,0.0,2.0,9995.0,1,0.0,0.0,9999.0
CUST_00898,1,0.8250149,Bono,Sunyani,Fashion & Apparel,Desktop,0.0,0.6666666666666666,9998.0,6,0.0,0.0,9999.0
CUST_00901,0,0.63963354,Eastern,Koforidua,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00904,1,0.66794217,Ashanti,Ejisu,Fashion & Apparel,Desktop,-0.3333333333333333,1.0,183.0,3,10825.64,1.0,210.0
CUST_00905,0,0.39929202,Bono,Sunyani,Electronics,Mobile,0.0,4.0,9996.0,1,0.0,0.0,9999.0
CUST_00906,1,0.63391876,Eastern,Koforidua,Fashion & Apparel,Mobile,-0.125,0.3333333333333333,205.0,3,128.99,1.0,256.0
CUST_00907,1,0.780039,Central,Cape Coast,Home & Kitchen,Mobile,-0.3333333333333333,1.3333333333333333,366.0,1,265.33,1.0,394.0
CUST_00908,1,0.82812303,Ashanti,Mampong,Phones & Tablets,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00909,1,0.60206294,Central,Swedru,None,Mobile,0.0,2.0,9999.0,0,0.0,0.0,9999.0
CUST_00910,0,0.25126156,Ashanti,Obuasi,Electronics,Desktop,0.25,6.0,14.0,1,369.29,1.0,29.0
CUST_00911,0,0.24786031,Greater Accra,Tema,Phones & Tablets,Desktop,-0.2,3.0,178.0,5,170.25,1.0,186.0
CUST_00912,0,0.25881,Ashanti,Bekwai,None,Mobile,0.0,2.0,9997.0,0,0.0,0.0,9999.0
CUST_00913,0,0.5757335,Greater Accra,Accra,Home & Kitchen,Mobile,0.0,0.375,9965.0,3,0.0,0.0,9999.0
CUST_00914,0,0.37855417,Savannah,Damongo,Electronics,Mobile,0.0,3.0,9973.0,0,0.0,0.0,9999.0
CUST_00915,1,0.7938501,Oti,Dambai,Beauty & Personal Care,Desktop,1.0,1.25,-4.0,0,112.58,1.0,7.0
CUST_00916,0,0.13723233,Ashanti,Kumasi,Fashion & Apparel,Desktop,0.3333333333333333,1.5,41.0,3,466.22999999999996,2.0,48.0
CUST_00917,0,0.33184367,Northern,Tamale,Fashion & Apparel,None,0.0,1.0,0.0,1,0.0,0.0,9999.0
CUST_00918,1,0.9261345,Ashanti,Bekwai,Fashion & Apparel,Desktop,1.0,0.18181818181818182,-3.0,0,124.19,2.0,4.0
CUST_00919,1,0.32551834,Volta,Keta,Fashion & Apparel,Mobile,0.033333333333333326,0.5714285714285714,52.0,3,1466.03,5.0,55.0
CUST_00921,1,0.56615925,Upper West,Jirapa,Fashion & Apparel,Mobile,0.3333333333333333,0.8,26.0,0,2129.6800000000003,6.0,46.0
CUST_00922,1,0.5803858,Ashanti,Kumasi,Electronics,Mobile,-1.0,8.0,140.0,2,114.34,1.0,149.0
CUST_00923,1,0.85148966,Upper East,Bolgatanga,Fashion & Apparel,Desktop,1.0,0.25,-225.0,0,143.75,1.0,24.0
CUST_00924,1,0.7715687,Ashanti,Obuasi,Fashion & Apparel,Tablet,0.016666666666666663,0.9473684210526315,6.0,0,4864.030000000001,4.0,6.0
CUST_00925,1,0.69661367,North East,Walewale,Beauty & Personal Care,Mobile,1.0,2.0,-25.0,0,172.39,1.0,34.0
CUST_00927,1,0.7146409,Western,Sekondi,None,Mobile,0.0,2.0,9977.0,0,0.0,0.0,9999.0
CUST_00928,1,0.6153854,Unknown,Unknown,Health & Wellness,Mobile,0.0,4.0,9977.0,1,0.0,0.0,9999.0
CUST_00929,0,0.47611272,Volta,Keta,Phones & Tablets,Mobile,0.0,0.4444444444444444,9999.0,4,0.0,0.0,9999.0
CUST_00930,1,0.6146101,Greater Accra,Madina,Electronics,Desktop,0.0,2.0,9995.0,0,0.0,0.0,9999.0
CUST_00932,1,0.6062811,Greater Accra,Accra,Fashion & Apparel,Mobile,-0.5,0.46153846153846156,458.0,2,49.54,1.0,460.0
CUST_00933,0,0.02179273,Western,Sekondi,Fashion & Apparel,Mobile,0.01688923802042419,0.11392405063291139,9.0,1,19377.74,38.0,9.0
CUST_00934,1,0.20837858,Ashanti,Kumasi,Fashion & Apparel,Desktop,-0.29166666666666663,12.0,9.0,2,919.1899999999999,5.0,28.0
CUST_00936,1,0.7136189,Central,Kasoa,Electronics,Desktop,0.0,2.0,9997.0,1,0.0,0.0,9999.0
CUST_00938,0,0.43642804,Greater Accra,Ashaiman,Fashion & Apparel,Mobile,-0.045608108108108114,0.23214285714285715,0.0,0,2306.37,5.0,1.0
CUST_00940,0,0.26104307,Eastern,Koforidua,Fashion & Apparel,Mobile,0.125,1.2222222222222223,15.0,3,1282.31,1.0,16.0
CUST_00941,1,0.7879729,Northern,Savelugu,Beauty & Personal Care,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00942,1,0.80028415,Western North,Enchi,Health & Wellness,Mobile,0.0,0.5,9884.0,0,0.0,0.0,9999.0
CUST_00943,0,0.078957535,Greater Accra,Madina,Fashion & Apparel,Desktop,0.25,0.7,7.0,0,946.29,5.0,13.0
CUST_00944,0,0.33464056,Ashanti,Kumasi,Fashion & Apparel,Mobile,0.8,0.36363636363636365,41.0,0,248.35,2.0,58.0
CUST_00945,1,0.48865515,Greater Accra,Tema,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00948,1,0.7622123,Western,Takoradi,Home & Kitchen,Mobile,0.5,1.0,-5.0,1,37.5,1.0,14.0
CUST_00949,1,0.7697078,Greater Accra,Teshie,Home & Kitchen,Desktop,-0.5,1.0,570.0,2,742.18,1.0,591.0
CUST_00950,0,0.57955587,Ashanti,Kumasi,Beauty & Personal Care,Mobile,0.0,3.0,9959.0,1,0.0,0.0,9999.0
CUST_00951,1,0.8278137,Greater Accra,Ashaiman,Fashion & Apparel,Mobile,0.0,0.2,9844.0,0,0.0,0.0,9999.0
CUST_00952,1,0.7926565,Bono,Sunyani,Fashion & Apparel,Mobile,0.0,9.0,9974.0,4,0.0,0.0,9999.0
CUST_00954,1,0.57576865,Greater Accra,Accra,Fashion & Apparel,Mobile,-0.05769230769230771,0.2727272727272727,40.0,3,766.89,5.0,53.0
CUST_00955,0,0.34267297,Ashanti,Mampong,Beauty & Personal Care,Mobile,0.0,0.5,9899.0,0,0.0,0.0,9999.0
CUST_00956,1,0.8087556,Unknown,Unknown,Beauty & Personal Care,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00957,1,0.89513373,Ahafo,Goaso,Sports & Outdoors,Desktop,-1.0,1.0,53.0,0,237.39,1.0,108.0
CUST_00960,1,0.77322435,Greater Accra,Dansoman,Fashion & Apparel,Mobile,0.0,0.8,9985.0,6,0.0,0.0,9999.0
CUST_00962,1,0.61082286,Ashanti,Kumasi,Fashion & Apparel,Desktop,0.3333333333333333,1.0,-32.0,1,360.09,1.0,30.0
CUST_00963,1,0.7239635,Greater Accra,Dansoman,Health & Wellness,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00964,1,0.6794195,Central,Winneba,Electronics,Mobile,0.0,5.0,9974.0,7,0.0,0.0,9999.0
CUST_00965,0,0.28441647,Greater Accra,Accra,Books & Stationery,Desktop,0.0,2.0,9980.0,1,0.0,0.0,9999.0
CUST_00966,0,0.5258054,Upper East,Bolgatanga,Beauty & Personal Care,Desktop,0.0,3.0,9992.0,1,0.0,0.0,9999.0
CUST_00967,1,0.85774726,Ashanti,Mampong,Fashion & Apparel,Mobile,0.0,0.35294117647058826,9978.0,7,0.0,0.0,9999.0
CUST_00968,1,0.3814909,Greater Accra,Accra,Electronics,None,0.0,1.0,0.0,1,0.0,0.0,9999.0
CUST_00969,1,0.62741506,Central,Winneba,Beauty & Personal Care,Mobile,0.0,1.2,9989.0,7,0.0,0.0,9999.0
CUST_00970,1,0.58565956,Ashanti,Obuasi,Electronics,Desktop,0.0,8.0,9990.0,3,0.0,0.0,9999.0
CUST_00971,0,0.28339428,Savannah,Damongo,Fashion & Apparel,Mobile,0.3333333333333333,1.3333333333333333,17.0,0,46.9,1.0,19.0
CUST_00972,1,0.89422333,Central,Winneba,Fashion & Apparel,Tablet,-0.10526315789473684,0.25925925925925924,213.0,8,3962.11,2.0,218.0
CUST_00973,1,0.81150424,Ashanti,Kumasi,Fashion & Apparel,Desktop,0.08152173913043478,0.85,67.0,7,2431.05,2.0,67.0
CUST_00974,1,0.7015092,Volta,Hohoe,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00976,1,0.4848974,Western North,Bibiani,Home & Kitchen,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00977,1,0.5833306,Ashanti,Konongo,Fashion & Apparel,Mobile,0.8,1.0,-30.0,0,2527.49,4.0,2.0
CUST_00979,1,0.6489064,Greater Accra,Ashaiman,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00980,0,0.034523755,Eastern,Koforidua,Fashion & Apparel,Mobile,0.06666666666666665,1.125,4.0,0,4990.89,5.0,6.0
CUST_00981,1,0.5641515,Bono,Sunyani,Phones & Tablets,Mobile,0.0,4.0,9976.0,0,0.0,0.0,9999.0
CUST_00982,1,0.8222976,Upper East,Bawku,Phones & Tablets,Mobile,-0.08928571428571427,0.65,79.0,6,1044.98,4.0,80.0
CUST_00985,0,0.12065443,Bono,Dormaa Ahenkro,Fashion & Apparel,Mobile,0.125,0.4,26.0,0,1291.44,4.0,32.0
CUST_00986,0,0.021728175,Upper West,Wa,Fashion & Apparel,Tablet,-0.22077922077922074,2.0,23.0,3,8663.65,13.0,24.0
CUST_00987,0,0.054891463,Greater Accra,Tema,Fashion & Apparel,Desktop,-0.3181818181818182,0.5555555555555556,41.0,5,1189.52,4.0,52.0
CUST_00988,1,0.6725164,Eastern,Akim Oda,Fashion & Apparel,Mobile,0.0,6.0,9992.0,0,0.0,0.0,9999.0
CUST_00989,0,0.38091916,Ashanti,Kumasi,Home & Kitchen,Tablet,0.0,2.0,9983.0,2,0.0,0.0,9999.0
CUST_00990,1,0.8471226,Bono East,Techiman,Home & Kitchen,Mobile,0.5,2.3333333333333335,41.0,0,261.04,2.0,53.0
CUST_00991,1,0.70557564,Greater Accra,Dansoman,Fashion & Apparel,Desktop,-0.5681818181818181,0.4444444444444444,53.0,8,2793.98,8.0,54.0
CUST_00992,0,0.007373513,Ashanti,Kumasi,Fashion & Apparel,Mobile,0.1885245901639344,0.48148148148148145,7.0,0,15914.67,34.0,10.0
CUST_00993,1,0.79772484,Northern,Tamale,Beauty & Personal Care,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00994,0,0.31362987,Greater Accra,Accra,Fashion & Apparel,Mobile,0.2,1.1111111111111112,73.0,4,145.03,1.0,81.0
CUST_00995,0,0.6152531,Eastern,Suhum,Fashion & Apparel,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00997,1,0.9058604,Ashanti,Ejisu,Fashion & Apparel,Mobile,-0.14285714285714285,0.17142857142857143,584.0,9,90.68,1.0,598.0
CUST_00999,1,0.92700374,Central,Kasoa,Phones & Tablets,Mobile,-1.0,0.2,469.0,0,79.77,1.0,506.0
CUST_01000,1,0.6138677,Greater Accra,Madina,Beauty & Personal Care,Mobile,0.0,0.6,9964.0,3,0.0,0.0,9999.0
CUST_01002,1,0.7590021,Upper East,Bolgatanga,Phones & Tablets,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_01003,1,0.75055724,Northern,Savelugu,Fashion & Apparel,Desktop,0.0,0.5833333333333334,38.0,7,2065.63,8.0,39.0
CUST_01004,0,0.11082522,Greater Accra,Ashaiman,Electronics,Mobile,0.3,0.375,-10.0,0,1989.18,6.0,24.0
CUST_01005,0,0.21360844,Greater Accra,Accra,Phones & Tablets,Mobile,0.01470588235294118,0.7777777777777778,41.0,1,1170.25,5.0,47.0
CUST_01006,0,0.02710616,Ashanti,Kumasi,Fashion & Apparel,Mobile,-0.05982905982905978,0.8333333333333334,-15.0,0,1428.42,9.0,3.0
CUST_01007,1,0.8977735,Ashanti,Obuasi,Baby & Kids,Mobile,0.0,1.5,9942.0,0,0.0,0.0,9999.0
CUST_01008,1,0.85455287,Ashanti,Kumasi,Fashion & Apparel,Mobile,0.11304347826086958,0.2857142857142857,-3.0,0,388.37,4.0,0.0
CUST_01009,0,0.56369275,Volta,Ho,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_01010,1,0.65311235,Greater Accra,Accra,Fashion & Apparel,Desktop,0.0,3.0,9996.0,0,0.0,0.0,9999.0
CUST_01011,1,0.50485957,Greater Accra,Accra,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_01012,0,0.46751857,Ashanti,Mampong,Fashion & Apparel,Mobile,-0.2,0.3076923076923077,433.0,1,93.67,1.0,454.0
CUST_01013,1,0.7369902,Volta,Ho,Fashion & Apparel,Tablet,-0.36363636363636365,0.38461538461538464,105.0,2,3585.81,4.0,114.0
CUST_01015,1,0.099418476,Western,Sekondi,Fashion & Apparel,Mobile,0.75,1.0,30.0,0,960.98,3.0,42.0
CUST_01016,0,0.114538886,Ashanti,Mampong,Phones & Tablets,Mobile,0.06060606060606061,0.23076923076923078,45.0,2,3536.79,4.0,80.0
CUST_01018,0,0.34097546,Western North,Sefwi Wiawso,Phones & Tablets,Desktop,0.07692307692307693,1.5,57.0,9,63.79,1.0,64.0
CUST_01019,1,0.9162365,Ashanti,Kumasi,Fashion & Apparel,Desktop,1.0,0.8,25.0,0,86.24,1.0,29.0
CUST_01021,0,0.2887519,Eastern,Nkawkaw,Fashion & Apparel,Desktop,-0.25,0.9,266.0,9,502.57,1.0,275.0
CUST_01022,1,0.6230161,Ashanti,Mampong,Baby & Kids,None,0.0,1.0,0.0,1,0.0,0.0,9999.0
CUST_01023,0,0.35994813,Volta,Kpando,Phones & Tablets,Mobile,-0.6666666666666666,0.3125,407.0,3,134.23,2.0,412.0
CUST_01024,0,0.02330691,Bono,Berekum,Fashion & Apparel,Desktop,0.35593220338983056,0.09090909090909091,-36.0,0,17161.6,42.0,8.0
CUST_01025,1,0.79430866,Volta,Keta,Phones & Tablets,Mobile,0.0,0.2857142857142857,9983.0,6,0.0,0.0,9999.0
CUST_01026,0,0.20469,Bono,Sunyani,Phones & Tablets,Desktop,0.3333333333333333,2.5,5.0,1,37.92,1.0,38.0
CUST_01027,0,0.33363345,Ashanti,Kumasi,Fashion & Apparel,Mobile,0.13333333333333336,0.4375,25.0,2,601.88,3.0,28.0
CUST_01028,1,0.78948885,Greater Accra,Dansoman,Fashion & Apparel,Mobile,-0.2857142857142857,0.21428571428571427,123.0,11,2556.76,10.0,128.0
CUST_01029,1,0.5130106,Northern,Tamale,Fashion & Apparel,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_01030,0,0.17746812,Ashanti,Kumasi,Fashion & Apparel,Desktop,0.0980392156862745,0.2857142857142857,37.0,1,4482.400000000001,5.0,58.0
CUST_01032,0,0.23571362,Ashanti,Kumasi,Fashion & Apparel,Desktop,0.2,2.0,1.0,0,287.78,1.0,3.0
CUST_01033,0,0.32138628,Greater Accra,Tema,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_01036,1,0.8160444,North East,Walewale,Fashion & Apparel,Mobile,0.05681818181818182,0.7222222222222222,67.0,7,468.71,3.0,71.0
CUST_01037,0,0.5360987,Savannah,Damongo,Fashion & Apparel,Desktop,0.0,2.0,9940.0,0,0.0,0.0,9999.0
CUST_01038,0,0.2035855,Upper East,Bolgatanga,Fashion & Apparel,Desktop,0.275,0.8333333333333334,40.0,3,1105.7,3.0,56.0
CUST_01040,1,0.8427692,Central,Winneba,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
