session_id,customer_id,session_date,session_duration_min,pages_viewed,device_type
SESS_008001,CUST_00513,2025-09-28,29.3,16,Desktop
SESS_008002,CUST_00513,2025-10-20,13.1,9,Desktop
SESS_008003,CUST_00513,2025-11-01,17.8,13,Desktop
SESS_008004,CUST_00513,2025-12-30,43.3,15,Tablet
SESS_008005,CUST_00513,2026-01-10,18.6,6,Desktop
SESS_008006,CUST_00513,2026-02-25,12.6,12,Mobile
SESS_008007,CUST_00513,2026-02-27,15.7,8,Desktop
SESS_008008,CUST_00513,2026-04-15,24.3,20,Desktop
SESS_008009,CUST_00513,2026-04-17,26.6,13,Desktop
SESS_008010,CUST_00513,2026-04-21,34.6,20,Desktop
SESS_008011,CUST_00513,2026-04-28,45.4,18,Desktop
SESS_008012,CUST_00513,2026-05-04,25.2,7,Desktop
SESS_008013,CUST_00513,2026-05-08,30.1,15,Desktop
SESS_008014,CUST_00513,2026-05-14,21.3,6,Desktop
SESS_008015,CUST_00513,2026-05-19,10.7,12,Desktop
SESS_008016,CUST_00513,2026-08-12,12.1,13,Mobile
SESS_008017,CUST_00513,2026-08-18,35.5,11,Desktop
SESS_008018,CUST_00514,2024-10-13,23.1,13,Mobile
SESS_008019,CUST_00514,2024-12-26,4.3,4,Mobile
SESS_008020,CUST_00514,2025-01-31,29.6,12,Mobile
SESS_008021,CUST_00514,2025-02-18,7.5,8,Mobile
SESS_008022,CUST_00514,2025-04-05,7.5,6,Mobile
SESS_008023,CUST_00514,2025-05-09,18.1,9,Mobile
SESS_008024,CUST_00514,2025-07-09,6.1,5,Mobile
SESS_008025,CUST_00514,2025-08-01,8.1,6,Mobile
SESS_008026,CUST_00514,2025-09-14,19.1,5,Mobile
SESS_008027,CUST_00514,2025-10-11,22.0,8,Mobile
SESS_008028,CUST_00514,2025-11-15,15.7,5,Mobile
SESS_008029,CUST_00514,2025-12-24,47.5,20,Tablet
SESS_008030,CUST_00514,2026-01-26,4.5,2,Mobile
SESS_008031,CUST_00514,2026-02-12,8.7,6,Mobile
SESS_008032,CUST_00514,2026-02-27,17.6,9,Mobile
SESS_008033,CUST_00514,2026-04-19,3.4,7,Mobile
SESS_008034,CUST_00514,2026-05-09,6.6,10,Mobile
SESS_008035,CUST_00514,2026-05-13,4.1,7,Mobile
SESS_008036,CUST_00514,2026-05-17,22.7,13,Mobile
SESS_008037,CUST_00514,2026-05-17,3.5,4,Mobile
SESS_008038,CUST_00514,2026-06-23,15.9,5,Mobile
SESS_008039,CUST_00515,2026-08-29,4.5,5,Desktop
SESS_008040,CUST_00516,2026-08-29,41.6,18,Mobile
SESS_008041,CUST_00516,2026-08-31,91.1,41,Mobile
SESS_008042,CUST_00516,2026-08-31,42.7,22,Mobile
SESS_008043,CUST_00516,2026-09-02,59.0,26,Desktop
SESS_008044,CUST_00517,2026-03-21,1.0,10,Desktop
SESS_008045,CUST_00517,2026-04-18,37.1,18,Desktop
SESS_008046,CUST_00517,2026-05-04,5.1,10,Desktop
SESS_008047,CUST_00517,2026-05-22,54.3,22,Desktop
SESS_008048,CUST_00517,2026-05-29,26.0,14,Mobile
SESS_008049,CUST_00517,2026-06-09,3.0,7,Desktop
SESS_008050,CUST_00517,2026-06-16,58.7,26,Desktop
SESS_008051,CUST_00517,2026-06-20,21.4,17,Desktop
SESS_008052,CUST_00517,2026-07-01,24.0,14,Desktop
SESS_008053,CUST_00517,2026-07-03,21.8,10,Desktop
SESS_008054,CUST_00517,2026-07-19,79.6,29,Desktop
SESS_008055,CUST_00517,2026-08-06,10.4,13,Desktop
SESS_008056,CUST_00517,2026-08-10,38.6,25,Desktop
SESS_008057,CUST_00517,2026-08-29,7.0,5,Desktop
SESS_008058,CUST_00518,2024-12-25,33.8,10,Desktop
SESS_008059,CUST_00518,2025-02-22,37.4,21,Desktop
SESS_008060,CUST_00518,2025-02-23,21.5,11,Desktop
SESS_008061,CUST_00518,2025-03-12,47.8,22,Desktop
SESS_008062,CUST_00518,2025-05-17,9.9,4,Desktop
SESS_008063,CUST_00518,2025-05-20,13.4,5,Desktop
SESS_008064,CUST_00518,2025-05-27,38.6,17,Desktop
SESS_008065,CUST_00518,2025-05-27,26.1,12,Desktop
SESS_008066,CUST_00518,2025-05-30,14.0,7,Mobile
SESS_008067,CUST_00518,2025-05-31,21.9,13,Desktop
SESS_008068,CUST_00518,2025-06-09,4.4,12,Desktop
SESS_008069,CUST_00518,2025-07-23,11.4,9,Desktop
SESS_008070,CUST_00518,2025-09-17,17.9,10,Mobile
SESS_008071,CUST_00518,2025-09-18,7.7,13,Mobile
SESS_008072,CUST_00518,2025-10-20,12.4,12,Desktop
SESS_008073,CUST_00518,2025-10-21,31.2,21,Desktop
SESS_008074,CUST_00518,2025-10-29,28.0,18,Desktop
SESS_008075,CUST_00518,2025-11-07,10.8,9,Desktop
SESS_008076,CUST_00518,2025-12-03,8.5,10,Desktop
SESS_008077,CUST_00518,2025-12-26,14.3,7,Desktop
SESS_008078,CUST_00518,2026-01-04,6.4,15,Desktop
SESS_008079,CUST_00518,2026-01-11,36.5,18,Desktop
SESS_008080,CUST_00518,2026-01-31,26.1,8,Desktop
SESS_008081,CUST_00518,2026-02-04,25.3,9,Desktop
SESS_008082,CUST_00518,2026-02-22,16.2,12,Desktop
SESS_008083,CUST_00518,2026-03-28,12.2,9,Mobile
SESS_008084,CUST_00518,2026-03-30,16.2,10,Desktop
SESS_008085,CUST_00518,2026-04-01,14.2,9,Desktop
SESS_008086,CUST_00518,2026-04-02,15.7,11,Desktop
SESS_008087,CUST_00518,2026-04-05,120.0,51,Desktop
SESS_008088,CUST_00518,2026-04-05,41.9,23,Desktop
SESS_008089,CUST_00518,2026-05-07,8.9,6,Desktop
SESS_008090,CUST_00518,2026-05-23,72.4,39,Desktop
SESS_008091,CUST_00518,2026-06-19,56.7,23,Desktop
SESS_008092,CUST_00518,2026-06-23,17.7,9,Desktop
SESS_008093,CUST_00518,2026-07-06,10.7,7,Desktop
SESS_008094,CUST_00518,2026-07-27,18.4,12,Desktop
SESS_008095,CUST_00518,2026-08-07,28.8,20,Desktop
SESS_008096,CUST_00518,2026-08-11,8.7,14,Desktop
SESS_008097,CUST_00518,2026-08-29,16.6,13,Mobile
SESS_008098,CUST_00518,2026-09-02,10.9,9,Desktop
SESS_008099,CUST_00519,2023-08-27,12.7,11,Mobile
SESS_008100,CUST_00519,2024-01-18,2.0,11,Mobile
SESS_008101,CUST_00519,2024-04-04,39.2,22,Mobile
SESS_008102,CUST_00519,2024-04-27,5.5,12,Mobile
SESS_008103,CUST_00519,2024-07-25,16.9,14,Mobile
SESS_008104,CUST_00519,2024-09-15,13.2,10,Mobile
SESS_008105,CUST_00519,2024-09-30,21.2,14,Mobile
SESS_008106,CUST_00519,2024-10-23,8.6,10,Mobile
SESS_008107,CUST_00519,2024-10-27,9.2,7,Mobile
SESS_008108,CUST_00519,2024-11-06,43.8,20,Mobile
SESS_008109,CUST_00519,2024-11-09,28.6,12,Mobile
SESS_008110,CUST_00519,2024-12-29,28.3,18,Mobile
SESS_008111,CUST_00519,2024-12-31,36.2,16,Mobile
SESS_008112,CUST_00519,2025-01-17,3.0,7,Mobile
SESS_008113,CUST_00519,2025-03-07,57.4,19,Mobile
SESS_008114,CUST_00519,2025-04-04,36.4,18,Mobile
SESS_008115,CUST_00519,2025-07-06,3.1,6,Mobile
SESS_008116,CUST_00519,2025-07-26,43.8,25,Mobile
SESS_008117,CUST_00519,2025-07-29,18.4,10,Mobile
SESS_008118,CUST_00519,2025-08-04,26.6,19,Mobile
SESS_008119,CUST_00519,2025-08-19,33.7,15,Mobile
SESS_008120,CUST_00519,2025-08-27,39.3,22,Mobile
SESS_008121,CUST_00519,2025-10-03,12.6,9,Mobile
SESS_008122,CUST_00519,2025-10-07,5.7,8,Mobile
SESS_008123,CUST_00519,2025-10-15,17.7,19,Mobile
SESS_008124,CUST_00519,2025-11-08,22.1,13,Mobile
SESS_008125,CUST_00519,2025-11-24,63.2,25,Mobile
SESS_008126,CUST_00519,2025-12-10,49.7,29,Mobile
SESS_008127,CUST_00519,2025-12-23,41.3,21,Mobile
SESS_008128,CUST_00519,2026-01-21,13.6,12,Desktop
SESS_008129,CUST_00519,2026-01-27,16.9,10,Mobile
SESS_008130,CUST_00519,2026-03-04,88.6,30,Mobile
SESS_008131,CUST_00519,2026-04-03,39.4,20,Mobile
SESS_008132,CUST_00519,2026-04-16,7.8,14,Mobile
SESS_008133,CUST_00519,2026-05-14,12.8,7,Desktop
SESS_008134,CUST_00519,2026-05-24,11.2,5,Mobile
SESS_008135,CUST_00519,2026-07-25,24.2,11,Mobile
SESS_008136,CUST_00520,2026-07-31,8.2,8,Mobile
SESS_008137,CUST_00520,2026-08-22,16.7,10,Mobile
SESS_008138,CUST_00521,2025-10-08,21.7,18,Mobile
SESS_008139,CUST_00521,2025-11-22,36.4,29,Desktop
SESS_008140,CUST_00521,2025-12-12,112.0,53,Mobile
SESS_008141,CUST_00521,2025-12-18,18.4,20,Mobile
SESS_008142,CUST_00521,2025-12-18,5.9,14,Mobile
SESS_008143,CUST_00521,2026-01-22,8.4,16,Mobile
SESS_008144,CUST_00521,2026-02-07,30.8,13,Desktop
SESS_008145,CUST_00521,2026-02-07,32.4,24,Mobile
SESS_008146,CUST_00521,2026-02-07,39.3,18,Mobile
SESS_008147,CUST_00521,2026-02-13,46.3,22,Mobile
SESS_008148,CUST_00521,2026-02-18,23.7,27,Mobile
SESS_008149,CUST_00521,2026-02-22,12.1,11,Mobile
SESS_008150,CUST_00521,2026-03-07,6.8,9,Mobile
SESS_008151,CUST_00521,2026-03-08,15.9,6,Mobile
SESS_008152,CUST_00521,2026-03-09,30.3,16,Mobile
SESS_008153,CUST_00521,2026-03-16,120.0,50,Mobile
SESS_008154,CUST_00521,2026-04-24,115.3,49,Mobile
SESS_008155,CUST_00521,2026-05-17,13.7,23,Mobile
SESS_008156,CUST_00521,2026-06-02,32.2,19,Mobile
SESS_008157,CUST_00521,2026-06-07,83.2,31,Desktop
SESS_008158,CUST_00521,2026-06-18,18.0,18,Mobile
SESS_008159,CUST_00521,2026-06-25,18.3,8,Mobile
SESS_008160,CUST_00521,2026-07-13,88.0,35,Mobile
SESS_008161,CUST_00521,2026-07-14,1.9,13,Desktop
SESS_008162,CUST_00521,2026-07-22,16.6,18,Mobile
SESS_008163,CUST_00521,2026-07-24,31.9,22,Mobile
SESS_008164,CUST_00521,2026-07-29,17.3,19,Mobile
SESS_008165,CUST_00521,2026-08-19,46.0,31,Mobile
SESS_008166,CUST_00521,2026-08-21,11.2,15,Mobile
SESS_008167,CUST_00521,2026-09-03,47.5,30,Mobile
SESS_008168,CUST_00522,2026-06-08,38.7,18,Mobile
SESS_008169,CUST_00522,2026-06-17,18.3,13,Mobile
SESS_008170,CUST_00522,2026-07-22,17.3,10,Mobile
SESS_008171,CUST_00522,2026-08-09,5.7,4,Mobile
SESS_008172,CUST_00522,2026-08-10,3.9,5,Mobile
SESS_008173,CUST_00522,2026-08-13,26.2,10,Mobile
SESS_008174,CUST_00522,2026-08-13,16.1,7,Mobile
SESS_008175,CUST_00522,2026-08-29,6.8,7,Mobile
SESS_008176,CUST_00523,2023-06-21,18.3,16,Desktop
SESS_008177,CUST_00523,2023-08-02,41.8,27,Desktop
SESS_008178,CUST_00523,2023-10-14,31.2,11,Desktop
SESS_008179,CUST_00523,2023-10-30,23.9,9,Mobile
SESS_008180,CUST_00523,2023-12-26,16.7,14,Desktop
SESS_008181,CUST_00523,2024-04-30,40.7,20,Mobile
SESS_008182,CUST_00523,2024-05-30,9.8,3,Mobile
SESS_008183,CUST_00523,2024-06-12,19.8,11,Desktop
SESS_008184,CUST_00523,2024-07-04,5.0,7,Tablet
SESS_008185,CUST_00523,2024-09-12,9.7,12,Desktop
SESS_008186,CUST_00523,2024-10-02,56.0,25,Mobile
SESS_008187,CUST_00523,2025-01-22,14.4,13,Desktop
SESS_008188,CUST_00523,2025-03-17,24.5,12,Desktop
SESS_008189,CUST_00523,2025-04-08,21.6,15,Desktop
SESS_008190,CUST_00523,2025-05-14,8.2,7,Desktop
SESS_008191,CUST_00523,2025-05-19,32.5,20,Desktop
SESS_008192,CUST_00523,2025-06-11,12.2,6,Desktop
SESS_008193,CUST_00523,2025-08-18,20.0,14,Desktop
SESS_008194,CUST_00523,2025-09-12,14.9,12,Desktop
SESS_008195,CUST_00523,2026-02-09,18.5,13,Desktop
SESS_008196,CUST_00523,2026-04-05,7.7,10,Desktop
SESS_008197,CUST_00523,2026-05-23,20.5,21,Desktop
SESS_008198,CUST_00523,2026-05-24,23.0,8,Desktop
SESS_008199,CUST_00523,2026-06-19,28.9,17,Desktop
SESS_008200,CUST_00523,2026-07-05,11.7,10,Desktop
SESS_008201,CUST_00523,2026-07-26,15.2,16,Desktop
SESS_008202,CUST_00524,2024-10-25,25.1,12,Mobile
SESS_008203,CUST_00524,2024-11-24,14.5,9,Mobile
SESS_008204,CUST_00524,2024-12-25,3.8,10,Mobile
SESS_008205,CUST_00524,2024-12-29,8.6,16,Mobile
SESS_008206,CUST_00524,2025-02-18,20.7,13,Desktop
SESS_008207,CUST_00524,2025-05-09,54.9,20,Mobile
SESS_008208,CUST_00524,2025-05-28,20.1,18,Mobile
SESS_008209,CUST_00524,2025-06-04,22.6,18,Mobile
SESS_008210,CUST_00524,2025-07-09,11.1,5,Mobile
SESS_008211,CUST_00524,2025-07-26,76.8,27,Mobile
SESS_008212,CUST_00524,2025-08-24,23.3,16,Mobile
SESS_008213,CUST_00524,2025-09-17,18.4,12,Mobile
SESS_008214,CUST_00524,2025-09-23,5.8,3,Mobile
SESS_008215,CUST_00524,2025-10-08,16.4,8,Mobile
SESS_008216,CUST_00524,2025-10-19,66.3,30,Mobile
SESS_008217,CUST_00524,2025-10-25,21.1,10,Mobile
SESS_008218,CUST_00524,2025-11-01,7.7,12,Mobile
SESS_008219,CUST_00524,2025-12-05,10.6,10,Mobile
SESS_008220,CUST_00524,2025-12-27,20.2,18,Mobile
SESS_008221,CUST_00524,2026-01-09,42.0,9,Mobile
SESS_008222,CUST_00524,2026-01-15,7.7,3,Mobile
SESS_008223,CUST_00524,2026-02-27,29.4,8,Mobile
SESS_008224,CUST_00524,2026-03-03,21.3,10,Mobile
SESS_008225,CUST_00524,2026-03-19,30.4,17,Mobile
SESS_008226,CUST_00524,2026-03-20,60.0,27,Mobile
SESS_008227,CUST_00524,2026-04-27,28.4,19,Mobile
SESS_008228,CUST_00524,2026-04-28,16.3,7,Mobile
SESS_008229,CUST_00524,2026-05-05,7.4,5,Mobile
SESS_008230,CUST_00524,2026-05-25,21.3,9,Mobile
SESS_008231,CUST_00524,2026-06-01,6.7,6,Mobile
SESS_008232,CUST_00524,2026-06-05,39.5,16,Mobile
SESS_008233,CUST_00524,2026-06-17,33.5,20,Mobile
SESS_008234,CUST_00524,2026-06-27,31.7,15,Mobile
SESS_008235,CUST_00524,2026-07-21,29.6,11,Mobile
SESS_008236,CUST_00524,2026-07-27,55.8,18,Mobile
SESS_008237,CUST_00524,2026-07-28,31.9,23,Mobile
SESS_008238,CUST_00524,2026-08-07,13.5,8,Mobile
SESS_008239,CUST_00524,2026-08-09,20.2,6,Mobile
SESS_008240,CUST_00524,2026-08-23,10.6,8,Mobile
SESS_008241,CUST_00524,2026-08-31,22.7,14,Mobile
SESS_008242,CUST_00525,2024-12-30,10.1,7,Mobile
SESS_008243,CUST_00525,2025-01-18,27.4,12,Mobile
SESS_008244,CUST_00525,2025-01-31,36.9,14,Mobile
SESS_008245,CUST_00525,2025-02-11,20.4,10,Mobile
SESS_008246,CUST_00525,2025-04-27,17.6,13,Mobile
SESS_008247,CUST_00525,2025-05-01,20.6,12,Mobile
SESS_008248,CUST_00525,2025-10-29,6.1,2,Mobile
SESS_008249,CUST_00525,2025-11-21,20.5,9,Mobile
SESS_008250,CUST_00525,2025-11-22,6.1,7,Mobile
SESS_008251,CUST_00525,2025-11-22,8.9,10,Mobile
SESS_008252,CUST_00525,2025-11-28,2.1,1,Mobile
SESS_008253,CUST_00525,2026-01-30,16.2,12,Mobile
SESS_008254,CUST_00525,2026-02-11,18.6,13,Mobile
SESS_008255,CUST_00525,2026-02-20,6.6,6,Mobile
SESS_008256,CUST_00525,2026-03-04,5.7,1,Mobile
SESS_008257,CUST_00525,2026-03-25,25.5,10,Mobile
SESS_008258,CUST_00525,2026-04-03,10.2,7,Mobile
SESS_008259,CUST_00525,2026-04-28,8.2,6,Mobile
SESS_008260,CUST_00525,2026-04-30,22.0,10,Mobile
SESS_008261,CUST_00525,2026-05-19,27.5,13,Mobile
SESS_008262,CUST_00525,2026-06-16,15.3,6,Mobile
SESS_008263,CUST_00525,2026-06-27,11.2,14,Mobile
SESS_008264,CUST_00525,2026-07-16,11.6,11,Mobile
SESS_008265,CUST_00525,2026-08-03,19.4,12,Mobile
SESS_008266,CUST_00525,2026-08-15,28.3,13,Mobile
SESS_008267,CUST_00525,2026-08-17,0.9,1,Mobile
SESS_008268,CUST_00525,2026-08-24,19.9,12,Tablet
SESS_008269,CUST_00526,2026-02-19,14.1,6,Mobile
SESS_008270,CUST_00526,2026-05-06,5.3,6,Mobile
SESS_008271,CUST_00526,2026-05-11,23.7,12,Mobile
SESS_008272,CUST_00526,2026-07-15,6.0,1,Desktop
SESS_008273,CUST_00526,2026-07-18,9.5,6,Mobile
SESS_008274,CUST_00526,2026-08-01,9.4,2,Desktop
SESS_008275,CUST_00526,2026-08-10,3.2,3,Mobile
SESS_008276,CUST_00527,2026-03-14,71.3,31,Desktop
SESS_008277,CUST_00527,2026-04-12,39.0,19,Desktop
SESS_008278,CUST_00527,2026-05-08,10.5,10,Desktop
SESS_008279,CUST_00527,2026-05-31,9.7,11,Desktop
SESS_008280,CUST_00527,2026-06-17,39.7,21,Desktop
SESS_008281,CUST_00527,2026-06-24,23.4,14,Desktop
SESS_008282,CUST_00527,2026-06-24,31.6,21,Desktop
SESS_008283,CUST_00527,2026-06-25,23.3,14,Desktop
SESS_008284,CUST_00527,2026-07-03,28.3,10,Desktop
SESS_008285,CUST_00527,2026-07-04,26.1,18,Mobile
SESS_008286,CUST_00527,2026-07-05,11.7,12,Desktop
SESS_008287,CUST_00527,2026-07-13,8.2,11,Desktop
SESS_008288,CUST_00527,2026-07-25,12.8,11,Desktop
SESS_008289,CUST_00527,2026-08-07,28.5,20,Desktop
SESS_008290,CUST_00527,2026-08-09,29.4,9,Desktop
SESS_008291,CUST_00527,2026-08-21,17.9,11,Desktop
SESS_008292,CUST_00527,2026-09-03,12.8,19,Desktop
SESS_008293,CUST_00527,2026-09-03,21.2,16,Desktop
SESS_008294,CUST_00528,2026-05-29,11.1,6,Mobile
SESS_008295,CUST_00528,2026-06-01,6.3,4,Mobile
SESS_008296,CUST_00528,2026-06-28,9.4,9,Mobile
SESS_008297,CUST_00528,2026-08-03,3.4,4,Mobile
SESS_008298,CUST_00528,2026-09-03,14.9,6,Mobile
SESS_008299,CUST_00529,2026-08-21,15.6,7,Mobile
SESS_008300,CUST_00530,2024-11-11,21.2,9,Mobile
SESS_008301,CUST_00530,2024-11-30,10.2,10,Mobile
SESS_008302,CUST_00530,2025-01-04,11.2,8,Mobile
SESS_008303,CUST_00530,2025-02-09,25.6,14,Mobile
SESS_008304,CUST_00530,2025-02-16,4.3,4,Mobile
SESS_008305,CUST_00530,2025-04-25,23.1,16,Mobile
SESS_008306,CUST_00530,2025-05-12,19.7,9,Mobile
SESS_008307,CUST_00530,2025-07-06,8.3,10,Mobile
SESS_008308,CUST_00530,2025-07-28,1.0,2,Mobile
SESS_008309,CUST_00530,2025-10-20,8.7,8,Mobile
SESS_008310,CUST_00530,2025-11-09,55.3,23,Mobile
SESS_008311,CUST_00530,2025-11-10,3.8,5,Mobile
SESS_008312,CUST_00530,2025-12-24,32.8,9,Mobile
SESS_008313,CUST_00530,2026-01-22,4.8,9,Mobile
SESS_008314,CUST_00530,2026-02-12,27.1,9,Desktop
SESS_008315,CUST_00530,2026-02-22,33.3,13,Mobile
SESS_008316,CUST_00530,2026-02-24,14.5,7,Mobile
SESS_008317,CUST_00530,2026-02-26,28.2,14,Mobile
SESS_008318,CUST_00530,2026-02-27,22.7,8,Mobile
SESS_008319,CUST_00530,2026-03-14,18.0,5,Mobile
SESS_008320,CUST_00530,2026-03-26,36.2,22,Mobile
SESS_008321,CUST_00530,2026-03-28,33.5,13,Mobile
SESS_008322,CUST_00530,2026-04-13,36.9,16,Desktop
SESS_008323,CUST_00530,2026-05-06,13.5,11,Mobile
SESS_008324,CUST_00530,2026-05-22,4.8,8,Mobile
SESS_008325,CUST_00530,2026-06-27,19.6,13,Mobile
SESS_008326,CUST_00530,2026-07-14,27.2,19,Mobile
SESS_008327,CUST_00530,2026-07-27,16.4,12,Mobile
SESS_008328,CUST_00530,2026-08-16,15.0,9,Mobile
SESS_008329,CUST_00530,2026-08-28,11.1,8,Mobile
SESS_008330,CUST_00530,2026-08-29,13.8,7,Mobile
SESS_008331,CUST_00530,2026-08-30,4.0,8,Mobile
SESS_008332,CUST_00531,2024-12-24,10.4,10,Desktop
SESS_008333,CUST_00531,2025-03-01,5.7,9,Desktop
SESS_008334,CUST_00531,2025-05-03,1.9,4,Desktop
SESS_008335,CUST_00531,2025-05-07,16.9,10,Desktop
SESS_008336,CUST_00531,2025-06-13,10.1,7,Desktop
SESS_008337,CUST_00531,2025-08-28,17.9,8,Desktop
SESS_008338,CUST_00531,2025-10-30,7.3,4,Desktop
SESS_008339,CUST_00531,2026-02-06,13.4,8,Desktop
SESS_008340,CUST_00531,2026-03-08,2.9,5,Desktop
SESS_008341,CUST_00531,2026-05-28,1.9,5,Desktop
SESS_008342,CUST_00531,2026-06-07,11.3,7,Desktop
SESS_008343,CUST_00531,2026-08-01,5.5,2,Desktop
SESS_008344,CUST_00532,2024-03-23,16.1,5,Mobile
SESS_008345,CUST_00532,2025-01-06,1.7,1,Mobile
SESS_008346,CUST_00532,2025-01-21,13.0,5,Mobile
SESS_008347,CUST_00532,2025-06-15,9.2,10,Mobile
SESS_008348,CUST_00532,2025-10-10,11.0,4,Mobile
SESS_008349,CUST_00532,2025-11-15,10.8,4,Mobile
SESS_008350,CUST_00532,2025-11-27,6.8,4,Mobile
SESS_008351,CUST_00532,2025-12-22,4.0,6,Mobile
SESS_008352,CUST_00532,2026-01-21,8.8,1,Mobile
SESS_008353,CUST_00532,2026-02-02,15.5,4,Mobile
SESS_008354,CUST_00532,2026-07-11,0.8,5,Mobile
SESS_008355,CUST_00533,2023-06-03,7.6,6,Desktop
SESS_008356,CUST_00533,2023-12-29,21.4,10,Desktop
SESS_008357,CUST_00533,2023-12-30,18.2,13,Desktop
SESS_008358,CUST_00533,2024-02-14,18.8,5,Desktop
SESS_008359,CUST_00533,2024-04-12,5.5,4,Desktop
SESS_008360,CUST_00533,2024-04-13,36.3,18,Desktop
SESS_008361,CUST_00533,2024-07-12,11.4,8,Desktop
SESS_008362,CUST_00533,2025-01-15,17.4,8,Desktop
SESS_008363,CUST_00533,2025-02-23,4.8,5,Desktop
SESS_008364,CUST_00533,2026-04-11,16.8,11,Desktop
SESS_008365,CUST_00533,2026-07-20,6.1,4,Desktop
SESS_008366,CUST_00534,2025-12-27,4.6,5,Mobile
SESS_008367,CUST_00534,2026-01-27,16.2,6,Mobile
SESS_008368,CUST_00534,2026-02-05,5.5,7,Mobile
SESS_008369,CUST_00534,2026-03-25,8.2,10,Mobile
SESS_008370,CUST_00534,2026-04-27,19.3,12,Mobile
SESS_008371,CUST_00534,2026-05-27,9.9,13,Mobile
SESS_008372,CUST_00534,2026-06-11,6.0,6,Mobile
SESS_008373,CUST_00534,2026-06-14,14.4,8,Mobile
SESS_008374,CUST_00534,2026-06-24,16.9,10,Mobile
SESS_008375,CUST_00534,2026-06-29,31.7,13,Mobile
SESS_008376,CUST_00534,2026-08-19,23.7,10,Mobile
SESS_008377,CUST_00534,2026-08-31,5.0,4,Mobile
SESS_008378,CUST_00534,2026-09-01,13.8,6,Tablet
SESS_008379,CUST_00535,2025-03-18,30.2,19,Mobile
SESS_008380,CUST_00535,2025-08-15,23.5,17,Mobile
SESS_008381,CUST_00535,2025-08-26,12.1,6,Mobile
SESS_008382,CUST_00535,2025-10-02,29.5,13,Mobile
SESS_008383,CUST_00535,2025-10-11,20.8,10,Mobile
SESS_008384,CUST_00535,2025-10-24,57.7,25,Mobile
SESS_008385,CUST_00535,2025-11-17,23.8,11,Mobile
SESS_008386,CUST_00535,2025-12-14,25.5,13,Mobile
SESS_008387,CUST_00535,2026-01-04,31.7,16,Mobile
SESS_008388,CUST_00535,2026-01-07,21.6,11,Mobile
SESS_008389,CUST_00535,2026-02-14,44.0,22,Mobile
SESS_008390,CUST_00535,2026-02-24,15.5,8,Mobile
SESS_008391,CUST_00535,2026-02-27,23.1,15,Mobile
SESS_008392,CUST_00535,2026-03-26,12.0,9,Mobile
SESS_008393,CUST_00535,2026-04-01,3.7,2,Mobile
SESS_008394,CUST_00535,2026-04-03,14.5,6,Mobile
SESS_008395,CUST_00535,2026-04-18,57.3,24,Mobile
SESS_008396,CUST_00535,2026-05-02,31.6,13,Mobile
SESS_008397,CUST_00535,2026-05-03,13.0,11,Mobile
SESS_008398,CUST_00535,2026-05-11,12.3,10,Mobile
SESS_008399,CUST_00535,2026-05-24,39.7,17,Mobile
SESS_008400,CUST_00535,2026-05-27,7.1,8,Mobile
SESS_008401,CUST_00535,2026-06-03,18.5,12,Desktop
SESS_008402,CUST_00535,2026-06-08,15.3,8,Mobile
SESS_008403,CUST_00535,2026-06-24,40.0,19,Mobile
SESS_008404,CUST_00535,2026-07-10,36.4,14,Mobile
SESS_008405,CUST_00535,2026-08-03,34.6,21,Mobile
SESS_008406,CUST_00535,2026-08-05,30.7,14,Mobile
SESS_008407,CUST_00535,2026-08-10,10.8,5,Mobile
SESS_008408,CUST_00535,2026-09-03,1.7,4,Desktop
SESS_008409,CUST_00536,2023-10-06,51.1,22,Mobile
SESS_008410,CUST_00536,2024-03-02,3.9,5,Desktop
SESS_008411,CUST_00536,2024-04-21,12.9,6,Tablet
SESS_008412,CUST_00536,2024-05-21,48.6,27,Mobile
SESS_008413,CUST_00536,2024-05-26,3.9,8,Mobile
SESS_008414,CUST_00536,2024-06-10,6.3,5,Mobile
SESS_008415,CUST_00536,2024-07-17,11.6,7,Mobile
SESS_008416,CUST_00536,2024-09-20,36.0,12,Mobile
SESS_008417,CUST_00536,2025-01-13,8.0,5,Mobile
SESS_008418,CUST_00536,2025-02-08,27.0,15,Mobile
SESS_008419,CUST_00536,2025-05-14,41.0,16,Mobile
SESS_008420,CUST_00536,2025-06-02,16.2,10,Mobile
SESS_008421,CUST_00536,2025-06-10,18.0,13,Mobile
SESS_008422,CUST_00536,2025-07-05,13.9,10,Mobile
SESS_008423,CUST_00536,2025-08-12,17.9,7,Mobile
SESS_008424,CUST_00536,2025-08-18,5.8,5,Mobile
SESS_008425,CUST_00536,2025-11-11,7.6,10,Mobile
SESS_008426,CUST_00536,2025-11-19,15.4,5,Mobile
SESS_008427,CUST_00536,2025-11-22,15.7,13,Mobile
SESS_008428,CUST_00536,2025-12-17,11.1,7,Desktop
SESS_008429,CUST_00536,2026-01-30,17.3,8,Mobile
SESS_008430,CUST_00536,2026-02-10,14.1,14,Mobile
SESS_008431,CUST_00536,2026-03-11,6.3,11,Mobile
SESS_008432,CUST_00536,2026-03-27,26.3,13,Mobile
SESS_008433,CUST_00536,2026-04-08,4.4,6,Mobile
SESS_008434,CUST_00536,2026-05-20,7.2,6,Mobile
SESS_008435,CUST_00536,2026-07-25,8.6,4,Mobile
SESS_008436,CUST_00537,2024-09-23,17.0,6,Mobile
