interaction_id,customer_id,product_id,product_name,product_category,interaction_type,interaction_date
INT_0021123,CUST_00306,PROD_0034,Men's Casual Blazer,Fashion & Apparel,view,2024-09-27
INT_0021124,CUST_00306,PROD_0234,Multivitamin Tablets,Health & Wellness,view,2024-09-29
INT_0021125,CUST_00306,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2024-10-03
INT_0021126,CUST_00306,PROD_0199,Bedsheet Set (Queen),Home & Kitchen,view,2024-10-06
INT_0021127,CUST_00306,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2024-10-07
INT_0021128,CUST_00306,PROD_0032,Men's Formal Suit,Fashion & Apparel,view,2024-10-11
INT_0021129,CUST_00306,PROD_0025,Ladies Handbag,Fashion & Apparel,view,2024-10-15
INT_0021130,CUST_00306,PROD_0295,Canned Tuna,Groceries & Food,cart_add,2024-10-16
INT_0021131,CUST_00306,PROD_0121,Blender (4L),Electronics,view,2024-10-16
INT_0021132,CUST_00306,PROD_0028,Men's Casual Blazer,Fashion & Apparel,view,2024-10-18
INT_0021133,CUST_00306,PROD_0024,Women's Maxi Dress,Fashion & Apparel,view,2024-10-25
INT_0021134,CUST_00306,PROD_0293,A4 Printing Paper Ream,Books & Stationery,view,2024-10-25
INT_0021135,CUST_00306,PROD_0008,Kente Print Shirt,Fashion & Apparel,view,2024-10-27
INT_0021136,CUST_00306,PROD_0121,Blender (4L),Electronics,wishlist,2024-11-07
INT_0021137,CUST_00306,PROD_0168,Rice Cooker,Home & Kitchen,view,2024-11-09
INT_0021138,CUST_00306,PROD_0116,Universal Phone Case,Phones & Tablets,view,2024-11-15
INT_0021139,CUST_00306,PROD_0250,Herbal Tea Pack,Health & Wellness,view,2024-11-18
INT_0021140,CUST_00306,PROD_0017,Men's Formal Suit,Fashion & Apparel,cart_add,2024-11-21
INT_0021141,CUST_00306,PROD_0144,Bluetooth Speaker,Electronics,view,2024-11-29
INT_0021142,CUST_00306,PROD_0165,Microwave Oven,Electronics,view,2024-11-30
INT_0021143,CUST_00306,PROD_0060,Ankara Print Dress,Fashion & Apparel,view,2024-12-09
INT_0021144,CUST_00306,PROD_0234,Multivitamin Tablets,Health & Wellness,view,2024-12-12
INT_0021145,CUST_00306,PROD_0074,Phone Screen Protector,Phones & Tablets,view,2024-12-14
INT_0021146,CUST_00306,PROD_0245,Protein Powder,Health & Wellness,view,2024-12-18
INT_0021147,CUST_00306,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2024-12-18
INT_0021148,CUST_00306,PROD_0292,A4 Printing Paper Ream,Books & Stationery,view,2024-12-22
INT_0021149,CUST_00306,PROD_0172,Curtain Set,Home & Kitchen,view,2024-12-25
INT_0021150,CUST_00306,PROD_0025,Ladies Handbag,Fashion & Apparel,view,2025-01-01
INT_0021151,CUST_00306,PROD_0036,Leather Sandals,Fashion & Apparel,view,2025-01-02
INT_0021152,CUST_00306,PROD_0242,Protein Powder,Health & Wellness,view,2025-01-05
INT_0021153,CUST_00306,PROD_0068,Redmi Note 12,Phones & Tablets,view,2025-01-21
INT_0021154,CUST_00306,PROD_0073,Redmi Note 12,Phones & Tablets,view,2025-01-28
INT_0021155,CUST_00306,PROD_0182,Curtain Set,Home & Kitchen,view,2025-01-28
INT_0021156,CUST_00306,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2025-02-01
INT_0021157,CUST_00306,PROD_0081,Phone Charger (Type-C),Phones & Tablets,view,2025-02-05
INT_0021158,CUST_00306,PROD_0288,Scientific Calculator,Books & Stationery,view,2025-02-10
INT_0021159,CUST_00306,PROD_0153,Rechargeable Fan,Electronics,view,2025-02-12
INT_0021160,CUST_00306,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,view,2025-02-19
INT_0021161,CUST_00306,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2025-02-23
INT_0021162,CUST_00306,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,cart_add,2025-03-06
INT_0021163,CUST_00306,PROD_0210,Braided Hair Extension,Beauty & Personal Care,view,2025-03-09
INT_0021164,CUST_00306,PROD_0219,Braided Hair Extension,Beauty & Personal Care,view,2025-03-12
INT_0021165,CUST_00306,PROD_0121,Blender (4L),Electronics,cart_add,2025-03-18
INT_0021166,CUST_00306,PROD_0130,Rechargeable Fan,Electronics,view,2025-03-27
INT_0021167,CUST_00306,PROD_0033,Ankara Print Dress,Fashion & Apparel,view,2025-03-27
INT_0021168,CUST_00306,PROD_0276,Baby Bath Tub,Baby & Kids,view,2025-03-31
INT_0021169,CUST_00306,PROD_0005,Men's Casual Blazer,Fashion & Apparel,wishlist,2025-04-04
INT_0021170,CUST_00306,PROD_0104,Tecno Spark 10,Phones & Tablets,view,2025-04-05
INT_0021171,CUST_00306,PROD_0012,Children's T-Shirt Set,Fashion & Apparel,view,2025-04-16
INT_0021172,CUST_00306,PROD_0099,Huawei MatePad,Phones & Tablets,view,2025-04-23
INT_0021173,CUST_00306,PROD_0289,Kids' Storybook,Books & Stationery,view,2025-04-28
INT_0021174,CUST_00306,PROD_0164,43-inch LED TV,Electronics,view,2025-04-29
INT_0021175,CUST_00306,PROD_0213,Deodorant Roll-on,Beauty & Personal Care,wishlist,2025-05-08
INT_0021176,CUST_00306,PROD_0211,Shea Butter Body Lotion,Beauty & Personal Care,view,2025-05-11
INT_0021177,CUST_00306,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2025-05-12
INT_0021178,CUST_00306,PROD_0137,43-inch LED TV,Electronics,view,2025-05-13
INT_0021179,CUST_00306,PROD_0138,Microwave Oven,Electronics,view,2025-05-13
INT_0021180,CUST_00306,PROD_0121,Blender (4L),Electronics,view,2025-05-14
INT_0021181,CUST_00306,PROD_0295,Canned Tuna,Groceries & Food,view,2025-05-18
INT_0021182,CUST_00306,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-05-19
INT_0021183,CUST_00306,PROD_0185,Wall Clock,Home & Kitchen,view,2025-05-19
INT_0021184,CUST_00306,PROD_0272,Baby Carrier,Baby & Kids,view,2025-05-22
INT_0021185,CUST_00306,PROD_0067,iPhone 13,Phones & Tablets,cart_add,2025-05-22
INT_0021186,CUST_00306,PROD_0221,Nail Polish Set,Beauty & Personal Care,view,2025-05-23
INT_0021187,CUST_00306,PROD_0122,Electric Iron,Electronics,view,2025-05-24
INT_0021188,CUST_00306,PROD_0091,iPhone 13,Phones & Tablets,view,2025-05-30
INT_0021189,CUST_00306,PROD_0082,Samsung Galaxy A14,Phones & Tablets,view,2025-06-04
INT_0021190,CUST_00306,PROD_0249,First Aid Kit,Health & Wellness,view,2025-06-05
INT_0021191,CUST_00306,PROD_0127,Microwave Oven,Electronics,cart_add,2025-06-05
INT_0021192,CUST_00306,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2025-06-15
INT_0021193,CUST_00306,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2025-06-18
INT_0021194,CUST_00306,PROD_0185,Wall Clock,Home & Kitchen,view,2025-06-19
INT_0021195,CUST_00306,PROD_0046,Ladies Kaftan Gown,Fashion & Apparel,view,2025-06-20
INT_0021196,CUST_00306,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2025-06-21
INT_0021197,CUST_00306,PROD_0171,Sofa Set,Home & Kitchen,view,2025-06-29
INT_0021198,CUST_00306,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-07-06
INT_0021199,CUST_00306,PROD_0207,Skin Toner,Beauty & Personal Care,view,2025-07-10
INT_0021200,CUST_00306,PROD_0072,Phone Screen Protector,Phones & Tablets,view,2025-07-11
INT_0021201,CUST_00306,PROD_0255,Water Bottle (1L),Sports & Outdoors,view,2025-07-17
INT_0021202,CUST_00306,PROD_0067,iPhone 13,Phones & Tablets,view,2025-07-19
INT_0021203,CUST_00306,PROD_0085,Samsung Galaxy Tab A8,Phones & Tablets,wishlist,2025-07-28
INT_0021204,CUST_00306,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,view,2025-07-30
INT_0021205,CUST_00306,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2025-08-03
INT_0021206,CUST_00306,PROD_0022,Denim Jacket,Fashion & Apparel,view,2025-08-05
INT_0021207,CUST_00306,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2025-08-06
INT_0021208,CUST_00306,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2025-08-09
INT_0021209,CUST_00306,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,view,2025-08-09
INT_0021210,CUST_00306,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2025-08-15
INT_0021211,CUST_00306,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-08-16
INT_0021212,CUST_00306,PROD_0172,Curtain Set,Home & Kitchen,cart_add,2025-08-25
INT_0021213,CUST_00306,PROD_0292,A4 Printing Paper Ream,Books & Stationery,view,2025-08-26
INT_0021214,CUST_00306,PROD_0302,Milk Powder (400g),Groceries & Food,view,2025-08-27
INT_0021215,CUST_00306,PROD_0168,Rice Cooker,Home & Kitchen,cart_add,2025-08-27
INT_0021216,CUST_00306,PROD_0163,Extension Socket,Electronics,view,2025-08-29
INT_0021217,CUST_00306,PROD_0011,Unisex Sneakers,Fashion & Apparel,view,2025-08-29
INT_0021218,CUST_00306,PROD_0233,Multivitamin Tablets,Health & Wellness,view,2025-08-30
INT_0021219,CUST_00306,PROD_0164,43-inch LED TV,Electronics,view,2025-09-05
INT_0021220,CUST_00306,PROD_0284,Baby Bath Tub,Baby & Kids,view,2025-09-07
INT_0021221,CUST_00306,PROD_0263,Dumbbell Set,Sports & Outdoors,view,2025-09-08
INT_0021222,CUST_00306,PROD_0070,Phone Charger (Type-C),Phones & Tablets,view,2025-09-14
INT_0021223,CUST_00306,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2025-09-23
INT_0021224,CUST_00306,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-10-03
INT_0021225,CUST_00306,PROD_0014,Men's Slim Fit Jeans,Fashion & Apparel,view,2025-10-06
INT_0021226,CUST_00306,PROD_0023,Kente Print Shirt,Fashion & Apparel,view,2025-10-08
INT_0021227,CUST_00306,PROD_0238,Digital Blood Pressure Monitor,Health & Wellness,view,2025-10-14
INT_0021228,CUST_00306,PROD_0078,Phone Screen Protector,Phones & Tablets,cart_add,2025-10-17
INT_0021229,CUST_00306,PROD_0094,Power Bank 20000mAh,Phones & Tablets,view,2025-10-20
INT_0021230,CUST_00306,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,view,2025-10-21
INT_0021231,CUST_00306,PROD_0130,Rechargeable Fan,Electronics,wishlist,2025-10-23
INT_0021232,CUST_00306,PROD_0010,Traditional Smock (Fugu),Fashion & Apparel,view,2025-10-26
INT_0021233,CUST_00306,PROD_0061,Women's Maxi Dress,Fashion & Apparel,view,2025-10-26
INT_0021234,CUST_00306,PROD_0037,Wax Print Skirt,Fashion & Apparel,view,2025-10-31
INT_0021235,CUST_00306,PROD_0010,Traditional Smock (Fugu),Fashion & Apparel,view,2025-11-11
INT_0021236,CUST_00306,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2025-11-12
INT_0021237,CUST_00306,PROD_0135,LED Bulb Pack,Electronics,view,2025-11-13
INT_0021238,CUST_00306,PROD_0118,Power Bank 20000mAh,Phones & Tablets,view,2025-11-13
INT_0021239,CUST_00306,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2025-11-15
INT_0021240,CUST_00306,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2025-11-22
INT_0021241,CUST_00306,PROD_0122,Electric Iron,Electronics,view,2025-11-30
INT_0021242,CUST_00306,PROD_0042,Wax Print Skirt,Fashion & Apparel,view,2025-12-03
INT_0021243,CUST_00306,PROD_0005,Men's Casual Blazer,Fashion & Apparel,wishlist,2025-12-09
INT_0021244,CUST_00306,PROD_0233,Multivitamin Tablets,Health & Wellness,view,2025-12-09
INT_0021245,CUST_00306,PROD_0127,Microwave Oven,Electronics,view,2025-12-09
INT_0021246,CUST_00306,PROD_0128,Air Conditioner (1.5HP),Electronics,view,2025-12-10
INT_0021247,CUST_00306,PROD_0168,Rice Cooker,Home & Kitchen,cart_add,2025-12-16
INT_0021248,CUST_00306,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2025-12-16
INT_0021249,CUST_00306,PROD_0121,Blender (4L),Electronics,view,2025-12-21
INT_0021250,CUST_00306,PROD_0078,Phone Screen Protector,Phones & Tablets,view,2025-12-21
INT_0021251,CUST_00306,PROD_0195,Kitchen Knife Set,Home & Kitchen,view,2025-12-23
INT_0021252,CUST_00306,PROD_0126,Gaming Console,Electronics,view,2025-12-24
INT_0021253,CUST_00306,PROD_0253,Running Shoes,Sports & Outdoors,view,2025-12-26
INT_0021254,CUST_00306,PROD_0204,Beard Grooming Kit,Beauty & Personal Care,view,2026-01-02
INT_0021255,CUST_00306,PROD_0143,LED Bulb Pack,Electronics,view,2026-01-03
INT_0021256,CUST_00306,PROD_0253,Running Shoes,Sports & Outdoors,cart_add,2026-01-06
INT_0021257,CUST_00306,PROD_0225,Facial Cleanser,Beauty & Personal Care,cart_add,2026-01-06
INT_0021258,CUST_00306,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2026-01-11
INT_0021259,CUST_00306,PROD_0146,Home Theater System,Electronics,wishlist,2026-01-12
INT_0021260,CUST_00306,PROD_0039,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-01-14
INT_0021261,CUST_00306,PROD_0171,Sofa Set,Home & Kitchen,cart_add,2026-01-15
INT_0021262,CUST_00306,PROD_0277,Feeding Bottle Set,Baby & Kids,wishlist,2026-01-17
INT_0021263,CUST_00306,PROD_0292,A4 Printing Paper Ream,Books & Stationery,view,2026-01-18
INT_0021264,CUST_00306,PROD_0017,Men's Formal Suit,Fashion & Apparel,view,2026-01-20
INT_0021265,CUST_00306,PROD_0018,Men's Formal Suit,Fashion & Apparel,view,2026-01-23
INT_0021266,CUST_00306,PROD_0028,Men's Casual Blazer,Fashion & Apparel,view,2026-01-28
INT_0021267,CUST_00306,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-01-31
INT_0021268,CUST_00306,PROD_0075,Redmi Note 12,Phones & Tablets,view,2026-02-01
INT_0021269,CUST_00306,PROD_0139,Digital Camera,Electronics,view,2026-02-06
INT_0021270,CUST_00306,PROD_0122,Electric Iron,Electronics,view,2026-02-08
INT_0021271,CUST_00306,PROD_0168,Rice Cooker,Home & Kitchen,view,2026-02-15
INT_0021272,CUST_00306,PROD_0072,Phone Screen Protector,Phones & Tablets,cart_add,2026-02-17
INT_0021273,CUST_00306,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-02-17
INT_0021274,CUST_00306,PROD_0254,Basketball,Sports & Outdoors,view,2026-02-21
INT_0021275,CUST_00306,PROD_0125,LED Bulb Pack,Electronics,view,2026-02-21
INT_0021276,CUST_00306,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-02-23
INT_0021277,CUST_00306,PROD_0023,Kente Print Shirt,Fashion & Apparel,view,2026-02-23
INT_0021278,CUST_00306,PROD_0242,Protein Powder,Health & Wellness,wishlist,2026-02-24
INT_0021279,CUST_00306,PROD_0070,Phone Charger (Type-C),Phones & Tablets,view,2026-02-26
INT_0021280,CUST_00306,PROD_0173,Non-stick Cooking Pot Set,Home & Kitchen,view,2026-02-27
INT_0021281,CUST_00306,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2026-03-01
INT_0021282,CUST_00306,PROD_0121,Blender (4L),Electronics,view,2026-03-01
INT_0021283,CUST_00306,PROD_0186,Storage Containers Set,Home & Kitchen,view,2026-03-01
INT_0021284,CUST_00306,PROD_0042,Wax Print Skirt,Fashion & Apparel,view,2026-03-01
INT_0021285,CUST_00306,PROD_0253,Running Shoes,Sports & Outdoors,cart_add,2026-03-01
INT_0021286,CUST_00306,PROD_0205,Deodorant Roll-on,Beauty & Personal Care,wishlist,2026-03-05
INT_0021287,CUST_00306,PROD_0197,Wall Clock,Home & Kitchen,view,2026-03-10
INT_0021288,CUST_00306,PROD_0113,iPhone 13,Phones & Tablets,cart_add,2026-03-18
INT_0021289,CUST_00306,PROD_0121,Blender (4L),Electronics,view,2026-03-21
INT_0021290,CUST_00306,PROD_0073,Redmi Note 12,Phones & Tablets,cart_add,2026-03-23
INT_0021291,CUST_00306,PROD_0072,Phone Screen Protector,Phones & Tablets,view,2026-03-24
INT_0021292,CUST_00306,PROD_0277,Feeding Bottle Set,Baby & Kids,cart_add,2026-03-24
INT_0021293,CUST_00306,PROD_0117,Bluetooth Headset,Phones & Tablets,wishlist,2026-03-30
INT_0021294,CUST_00306,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2026-03-30
INT_0021295,CUST_00306,PROD_0224,Hair Dryer,Beauty & Personal Care,view,2026-04-07
INT_0021296,CUST_00306,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-04-12
INT_0021297,CUST_00306,PROD_0235,Bathroom Weighing Scale,Health & Wellness,view,2026-04-17
INT_0021298,CUST_00306,PROD_0208,Perfume (100ml),Beauty & Personal Care,view,2026-04-22
INT_0021299,CUST_00306,PROD_0084,Samsung Galaxy A14,Phones & Tablets,view,2026-04-23
INT_0021300,CUST_00306,PROD_0191,Rice Cooker,Home & Kitchen,wishlist,2026-04-25
INT_0021301,CUST_00306,PROD_0007,Kente Print Shirt,Fashion & Apparel,view,2026-04-25
INT_0021302,CUST_00306,PROD_0067,iPhone 13,Phones & Tablets,view,2026-04-27
INT_0021303,CUST_00306,PROD_0278,Kids' Bicycle,Baby & Kids,view,2026-04-30
INT_0021304,CUST_00306,PROD_0123,Electric Iron,Electronics,view,2026-05-03
INT_0021305,CUST_00306,PROD_0013,Ankara Print Dress,Fashion & Apparel,view,2026-05-05
INT_0021306,CUST_00306,PROD_0284,Baby Bath Tub,Baby & Kids,cart_add,2026-05-05
INT_0021307,CUST_00306,PROD_0067,iPhone 13,Phones & Tablets,view,2026-05-10
INT_0021308,CUST_00306,PROD_0070,Phone Charger (Type-C),Phones & Tablets,view,2026-05-12
INT_0021309,CUST_00306,PROD_0248,Reading Glasses,Health & Wellness,cart_add,2026-05-12
INT_0021310,CUST_00306,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2026-05-15
INT_0021311,CUST_00306,PROD_0234,Multivitamin Tablets,Health & Wellness,wishlist,2026-05-18
INT_0021312,CUST_00306,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2026-05-19
INT_0021313,CUST_00306,PROD_0299,Garri (2kg),Groceries & Food,view,2026-05-21
INT_0021314,CUST_00306,PROD_0023,Kente Print Shirt,Fashion & Apparel,view,2026-05-22
INT_0021315,CUST_00306,PROD_0010,Traditional Smock (Fugu),Fashion & Apparel,view,2026-05-23
INT_0021316,CUST_00306,PROD_0271,Kids' Bicycle,Baby & Kids,view,2026-05-23
INT_0021317,CUST_00306,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2026-05-25
INT_0021318,CUST_00306,PROD_0211,Shea Butter Body Lotion,Beauty & Personal Care,wishlist,2026-05-26
INT_0021319,CUST_00306,PROD_0236,Glucometer Kit,Health & Wellness,cart_add,2026-05-26
INT_0021320,CUST_00306,PROD_0125,LED Bulb Pack,Electronics,view,2026-05-27
INT_0021321,CUST_00306,PROD_0107,Samsung Galaxy Tab A8,Phones & Tablets,cart_add,2026-05-28
INT_0021322,CUST_00306,PROD_0210,Braided Hair Extension,Beauty & Personal Care,view,2026-05-30
INT_0021323,CUST_00306,PROD_0145,Home Theater System,Electronics,wishlist,2026-06-01
INT_0021324,CUST_00306,PROD_0114,Phone Charger (Type-C),Phones & Tablets,view,2026-06-04
INT_0021325,CUST_00306,PROD_0277,Feeding Bottle Set,Baby & Kids,view,2026-06-06
INT_0021326,CUST_00306,PROD_0073,Redmi Note 12,Phones & Tablets,view,2026-06-07
INT_0021327,CUST_00306,PROD_0023,Kente Print Shirt,Fashion & Apparel,view,2026-06-10
INT_0021328,CUST_00306,PROD_0258,Yoga Mat,Sports & Outdoors,cart_add,2026-06-10
INT_0021329,CUST_00306,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2026-06-15
INT_0021330,CUST_00306,PROD_0196,Bedsheet Set (Queen),Home & Kitchen,view,2026-06-16
INT_0021331,CUST_00306,PROD_0216,Skin Toner,Beauty & Personal Care,view,2026-06-17
INT_0021332,CUST_00306,PROD_0150,Extension Socket,Electronics,cart_add,2026-06-18
INT_0021333,CUST_00306,PROD_0115,Phone Charger (Type-C),Phones & Tablets,view,2026-06-20
INT_0021334,CUST_00306,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2026-06-24
INT_0021335,CUST_00306,PROD_0157,Bluetooth Speaker,Electronics,view,2026-06-27
INT_0021336,CUST_00306,PROD_0276,Baby Bath Tub,Baby & Kids,view,2026-06-27
INT_0021337,CUST_00306,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-06-28
INT_0021338,CUST_00306,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-06-28
INT_0021339,CUST_00306,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-06-30
INT_0021340,CUST_00306,PROD_0067,iPhone 13,Phones & Tablets,view,2026-06-30
INT_0021341,CUST_00306,PROD_0161,Microwave Oven,Electronics,view,2026-07-03
INT_0021342,CUST_00306,PROD_0072,Phone Screen Protector,Phones & Tablets,cart_add,2026-07-04
INT_0021343,CUST_00306,PROD_0049,Ladies Handbag,Fashion & Apparel,wishlist,2026-07-05
INT_0021344,CUST_00306,PROD_0150,Extension Socket,Electronics,cart_add,2026-07-06
INT_0021345,CUST_00306,PROD_0115,Phone Charger (Type-C),Phones & Tablets,view,2026-07-06
INT_0021346,CUST_00306,PROD_0024,Women's Maxi Dress,Fashion & Apparel,view,2026-07-07
INT_0021347,CUST_00306,PROD_0122,Electric Iron,Electronics,view,2026-07-12
INT_0021348,CUST_00306,PROD_0015,Unisex Sneakers,Fashion & Apparel,view,2026-07-13
INT_0021349,CUST_00306,PROD_0171,Sofa Set,Home & Kitchen,view,2026-07-15
INT_0021350,CUST_00306,PROD_0283,Toddler Shoes,Baby & Kids,view,2026-07-21
INT_0021351,CUST_00306,PROD_0200,Dining Table Set,Home & Kitchen,cart_add,2026-07-23
INT_0021352,CUST_00306,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-07-25
INT_0021353,CUST_00306,PROD_0131,Air Conditioner (1.5HP),Electronics,view,2026-07-26
INT_0021354,CUST_00306,PROD_0020,Kente Print Shirt,Fashion & Apparel,view,2026-07-28
INT_0021355,CUST_00306,PROD_0271,Kids' Bicycle,Baby & Kids,cart_add,2026-07-28
INT_0021356,CUST_00306,PROD_0253,Running Shoes,Sports & Outdoors,view,2026-07-28
INT_0021357,CUST_00306,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-08-02
INT_0021358,CUST_00306,PROD_0293,A4 Printing Paper Ream,Books & Stationery,view,2026-08-03
INT_0021359,CUST_00306,PROD_0272,Baby Carrier,Baby & Kids,wishlist,2026-08-17
INT_0021360,CUST_00306,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,view,2026-08-18
INT_0021361,CUST_00306,PROD_0292,A4 Printing Paper Ream,Books & Stationery,view,2026-08-21
INT_0021362,CUST_00306,PROD_0271,Kids' Bicycle,Baby & Kids,wishlist,2026-08-21
INT_0021363,CUST_00306,PROD_0017,Men's Formal Suit,Fashion & Apparel,view,2026-08-24
INT_0021364,CUST_00306,PROD_0171,Sofa Set,Home & Kitchen,cart_add,2026-08-27
INT_0021365,CUST_00306,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2026-08-28
INT_0021366,CUST_00306,PROD_0209,Makeup Kit,Beauty & Personal Care,view,2026-08-29
INT_0021367,CUST_00306,PROD_0159,Bluetooth Speaker,Electronics,view,2026-09-02
INT_0021368,CUST_00307,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-01-12
INT_0021369,CUST_00307,PROD_0249,First Aid Kit,Health & Wellness,view,2026-01-17
INT_0021370,CUST_00307,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-01-17
INT_0021371,CUST_00307,PROD_0169,Bedsheet Set (Queen),Home & Kitchen,view,2026-02-09
INT_0021372,CUST_00307,PROD_0297,Rice (5kg Bag),Groceries & Food,wishlist,2026-02-11
INT_0021373,CUST_00307,PROD_0253,Running Shoes,Sports & Outdoors,cart_add,2026-03-14
INT_0021374,CUST_00307,PROD_0018,Men's Formal Suit,Fashion & Apparel,view,2026-03-18
INT_0021375,CUST_00307,PROD_0260,Gym Gloves,Sports & Outdoors,view,2026-03-29
INT_0021376,CUST_00307,PROD_0275,Kids' Bicycle,Baby & Kids,view,2026-04-04
INT_0021377,CUST_00307,PROD_0014,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-04-07
INT_0021378,CUST_00307,PROD_0197,Wall Clock,Home & Kitchen,view,2026-04-16
INT_0021379,CUST_00307,PROD_0122,Electric Iron,Electronics,view,2026-04-20
INT_0021380,CUST_00307,PROD_0233,Multivitamin Tablets,Health & Wellness,wishlist,2026-04-26
INT_0021381,CUST_00307,PROD_0014,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-05-16
INT_0021382,CUST_00307,PROD_0111,Infinix Hot 30,Phones & Tablets,cart_add,2026-05-18
INT_0021383,CUST_00307,PROD_0283,Toddler Shoes,Baby & Kids,view,2026-05-20
INT_0021384,CUST_00307,PROD_0121,Blender (4L),Electronics,view,2026-05-23
INT_0021385,CUST_00307,PROD_0273,Baby Diapers Pack,Baby & Kids,wishlist,2026-06-04
INT_0021386,CUST_00307,PROD_0124,LED Bulb Pack,Electronics,view,2026-06-05
INT_0021387,CUST_00307,PROD_0216,Skin Toner,Beauty & Personal Care,cart_add,2026-06-08
INT_0021388,CUST_00307,PROD_0007,Kente Print Shirt,Fashion & Apparel,view,2026-06-09
INT_0021389,CUST_00307,PROD_0253,Running Shoes,Sports & Outdoors,view,2026-06-10
INT_0021390,CUST_00307,PROD_0051,Unisex Sneakers,Fashion & Apparel,view,2026-06-12
INT_0021391,CUST_00307,PROD_0169,Bedsheet Set (Queen),Home & Kitchen,view,2026-06-13
INT_0021392,CUST_00307,PROD_0281,Educational Toy Set,Baby & Kids,view,2026-06-14
INT_0021393,CUST_00307,PROD_0199,Bedsheet Set (Queen),Home & Kitchen,view,2026-06-20
INT_0021394,CUST_00307,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-06-23
INT_0021395,CUST_00307,PROD_0129,43-inch LED TV,Electronics,view,2026-06-27
INT_0021396,CUST_00307,PROD_0006,Men's Casual Blazer,Fashion & Apparel,cart_add,2026-06-29
INT_0021397,CUST_00307,PROD_0189,Non-stick Cooking Pot Set,Home & Kitchen,view,2026-07-04
INT_0021398,CUST_00307,PROD_0030,Men's Casual Blazer,Fashion & Apparel,view,2026-07-13
INT_0021399,CUST_00307,PROD_0054,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-07-14
INT_0021400,CUST_00307,PROD_0168,Rice Cooker,Home & Kitchen,view,2026-07-19
INT_0021401,CUST_00307,PROD_0302,Milk Powder (400g),Groceries & Food,view,2026-07-23
INT_0021402,CUST_00307,PROD_0171,Sofa Set,Home & Kitchen,view,2026-07-28
INT_0021403,CUST_00307,PROD_0135,LED Bulb Pack,Electronics,view,2026-08-01
INT_0021404,CUST_00307,PROD_0171,Sofa Set,Home & Kitchen,view,2026-08-02
INT_0021405,CUST_00307,PROD_0078,Phone Screen Protector,Phones & Tablets,wishlist,2026-08-03
